,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,30-60 Minutes*,Last Reported Time: 9:19 AM,2021-01-22 16:20:33.500370
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
3,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 10:02 AM,2021-01-22 16:20:33.500370
4,Beach 39th,No Wait Time,Last Reported Time: 10:39 AM,2021-01-22 16:20:33.500370
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 10:51 AM,2021-01-22 16:20:33.500370
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
7,Bensonhurst 14th Avenue,0-30 Minutes*,Last Reported Time: 9:33 AM,2021-01-22 16:20:33.500370
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
10,Co-op City Retail Space,1-1.5 Hours*,Last Reported Time: 9:57 AM,2021-01-22 16:20:33.500370
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
12,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 10:03 AM,2021-01-22 16:20:33.500370
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 9:23 AM,2021-01-22 16:20:33.500370
18,EY East New York DTC,1-1.5 Hours,Last Reported Time: 10:04 AM,2021-01-22 16:20:33.500370
19,Fort Hamilton,No Wait Time,Last Reported Time: 11:05 AM,2021-01-22 16:20:33.500370
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
22,Harlem Hospital Center,1-1.5 Hours,Last Reported Time: 10:30 AM,2021-01-22 16:20:33.500370
23,Highbridge Pool,0-30 Minutes,Last Reported Time: 10:34 AM,2021-01-22 16:20:33.500370
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
25,JFK Airport,0-30 Minutes,Last Reported Time: 10:03 AM,2021-01-22 16:20:33.500370
26,Kew Gardens,1-1.5 Hours,Last Reported Time: 11:04 AM,2021-01-22 16:20:33.500370
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 10:35 AM,2021-01-22 16:20:33.500370
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
29,Lefferts,30-60 Minutes*,Last Reported Time: 9:23 AM,2021-01-22 16:20:33.500370
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
31,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 9:13 AM,2021-01-22 16:20:33.500370
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
33,Midwood,No Wait Time,Last Reported Time: 11:01 AM,2021-01-22 16:20:33.500370
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-01-22 16:20:33.500370
