,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 12:27 PM,2021-03-03 17:45:27.465768
1,4101 White Plains Road,0-30 Minutes,Last Reported Time: 12:37 PM,2021-03-03 17:45:27.465768
2,57 Cleveland Place,No Wait Time,Last Reported Time: 11:57 AM,2021-03-03 17:45:27.465768
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 12:06 PM,2021-03-03 17:45:27.465768
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 12:06 PM,2021-03-03 17:45:27.465768
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 9:58 AM,2021-03-03 17:45:27.465768
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 12:31 PM,2021-03-03 17:45:27.465768
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 11:08 AM,2021-03-03 17:45:27.465768
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
10,Co-op City Retail Space,0-30 Minutes,Last Reported Time: 12:38 PM,2021-03-03 17:45:27.465768
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 11:53 AM,2021-03-03 17:45:27.465768
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 11:53 AM,2021-03-03 17:45:27.465768
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
16,Cumberland Dtc,0-30 Minutes,Last Reported Time: 12:41 PM,2021-03-03 17:45:27.465768
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
19,EY East New York DTC,30-60 Minutes,Last Reported Time: 12:14 PM,2021-03-03 17:45:27.465768
20,Fort Hamilton,No Wait Time*,Last Reported Time: 10:28 AM,2021-03-03 17:45:27.465768
21,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 11:26 AM,2021-03-03 17:45:27.465768
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
23,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 12:02 PM,2021-03-03 17:45:27.465768
24,Highbridge Pool,0-30 Minutes,Last Reported Time: 12:05 PM,2021-03-03 17:45:27.465768
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
26,JFK Airport,0-30 Minutes,Last Reported Time: 12:31 PM,2021-03-03 17:45:27.465768
27,Kew Gardens,No Wait Time,Last Reported Time: 12:06 PM,2021-03-03 17:45:27.465768
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 12:12 PM,2021-03-03 17:45:27.465768
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
30,Lefferts,0-30 Minutes,Last Reported Time: 12:07 PM,2021-03-03 17:45:27.465768
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 12:19 PM,2021-03-03 17:45:27.465768
32,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 9:46 AM,2021-03-03 17:45:27.465768
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
34,Midwood,30-60 Minutes,Last Reported Time: 12:05 PM,2021-03-03 17:45:27.465768
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
38,Old Broadway,0-30 Minutes,Last Reported Time: 12:06 PM,2021-03-03 17:45:27.465768
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 9:41 AM,2021-03-03 17:45:27.465768
41,Red Hook Recreational ...,No Wait Time,Last Reported Time: 12:16 PM,2021-03-03 17:45:27.465768
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
44,St. George Ferry Termi...,0-30 Minutes*,Last Reported Time: 11:19 AM,2021-03-03 17:45:27.465768
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
46,Starret City,0-30 Minutes*,Last Reported Time: 11:06 AM,2021-03-03 17:45:27.465768
47,SY Dyckman Lcdla,0-30 Minutes,Last Reported Time: 12:44 PM,2021-03-03 17:45:27.465768
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
49,Sydenham,0-30 Minutes,Last Reported Time: 12:05 PM,2021-03-03 17:45:27.465768
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
52,Windsor Park Library,30-60 Minutes*,Last Reported Time: 10:39 AM,2021-03-03 17:45:27.465768
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-03 17:45:27.465768
54,Last Reported Time:,,,2021-03-03 17:45:27.465768
55,Last Reported Time:,,,2021-03-03 17:45:27.465768
56,,,,2021-03-03 17:45:27.465768
57,,,,2021-03-03 17:45:27.465768
58,,,,2021-03-03 17:45:27.465768
59,if you require urgent virtual care.,,,2021-03-03 17:45:27.465768
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-03 17:45:27.465768
61,,,,2021-03-03 17:45:27.465768
62,,,,2021-03-03 17:45:27.465768
63,,,,2021-03-03 17:45:27.465768
