,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:26 PM,2021-02-24 22:11:45.493525
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 2:10 PM,2021-02-24 22:11:45.493525
3,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 4:01 PM,2021-02-24 22:11:45.493525
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:00 PM,2021-02-24 22:11:45.493525
6,Belvis Diagnostic & Tr...,1-1.5 Hours*,Last Reported Time: 11:54 AM,2021-02-24 22:11:45.493525
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 4:58 PM,2021-02-24 22:11:45.493525
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 4:30 PM,2021-02-24 22:11:45.493525
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 1:57 PM,2021-02-24 22:11:45.493525
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
12,CU Homecrest,No Wait Time*,Last Reported Time: 2:56 PM,2021-02-24 22:11:45.493525
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 2:56 PM,2021-02-24 22:11:45.493525
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
16,Cumberland Dtc,No Wait Time*,Last Reported Time: 3:24 PM,2021-02-24 22:11:45.493525
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
19,EY East New York DTC,1-1.5 Hours*,Last Reported Time: 2:03 PM,2021-02-24 22:11:45.493525
20,Fort Hamilton,No Wait Time,Last Reported Time: 3:32 PM,2021-02-24 22:11:45.493525
21,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 2:26 PM,2021-02-24 22:11:45.493525
22,Greenbelt Recreational...,30-60 Minutes,Last Reported Time: 4:08 PM,2021-02-24 22:11:45.493525
23,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 2:42 PM,2021-02-24 22:11:45.493525
24,Highbridge Pool,30-60 Minutes*,Last Reported Time: 2:32 PM,2021-02-24 22:11:45.493525
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
26,JFK Airport,No Wait Time*,Last Reported Time: 1:47 PM,2021-02-24 22:11:45.493525
27,Kew Gardens,No Wait Time*,Last Reported Time: 1:28 PM,2021-02-24 22:11:45.493525
28,Kings County Hospital ...,30-60 Minutes,Last Reported Time: 4:46 PM,2021-02-24 22:11:45.493525
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-24 22:11:45.493525
