,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,0-30 Minutes,Last Reported Time: 2:25 PM,2020-12-26 19:56:24.052200
1,4101 White Plains Road,30-60 Minutes,Last Reported Time: 2:41 PM,2020-12-26 19:56:24.052200
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
3,Bathgate Contract Post...,No Wait Time,Last Reported Time: 2:00 PM,2020-12-26 19:56:24.052200
4,Bay Ridge 5th Avenue,1.5-2 Hours,Last Reported Time: 2:07 PM,2020-12-26 19:56:24.052200
5,Beach 39th,1.5-2 Hours*,Last Reported Time: 11:28 AM,2020-12-26 19:56:24.052200
6,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
7,Belvis Diagnostic & Tr...,No Wait Time*,Last Reported Time: 1:51 PM,2020-12-26 19:56:24.052200
8,Bensonhurst 14th Avenue,More Than 2 Hours,Last Reported Time: 2:50 PM,2020-12-26 19:56:24.052200
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
10,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
12,Co-op City Retail Space,1.5-2 Hours,Last Reported Time: 2:44 PM,2020-12-26 19:56:24.052200
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
14,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 1:56 PM,2020-12-26 19:56:24.052200
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
18,Edward Grant,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
19,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 12:07 PM,2020-12-26 19:56:24.052200
20,EY East New York DTC,No Wait Time,Last Reported Time: 2:39 PM,2020-12-26 19:56:24.052200
21,Fort Hamilton,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
22,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
23,Greenbelt Recreational...,1-1.5 Hours*,Last Reported Time: 11:20 AM,2020-12-26 19:56:24.052200
24,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 12:57 PM,2020-12-26 19:56:24.052200
25,Highbridge Pool,1.5-2 Hours,Last Reported Time: 2:03 PM,2020-12-26 19:56:24.052200
26,Jacobi Medical Center,1-1.5 Hours*,Last Reported Time: 1:35 PM,2020-12-26 19:56:24.052200
27,JFK Airport,0-30 Minutes*,Last Reported Time: 12:14 PM,2020-12-26 19:56:24.052200
28,Kew Gardens,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
29,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 2:23 PM,2020-12-26 19:56:24.052200
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
31,Lefferts,More Than 2 Hours*,Last Reported Time: 12:05 PM,2020-12-26 19:56:24.052200
32,Lincoln Medical Center,No Wait Time,Last Reported Time: 2:43 PM,2020-12-26 19:56:24.052200
33,Mariners Harbor Library,30-60 Minutes,Last Reported Time: 2:08 PM,2020-12-26 19:56:24.052200
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
35,Midwood,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
36,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 1:50 PM,2020-12-26 19:56:24.052200
37,Mt. Loretto,1.5-2 Hours,Last Reported Time: 2:44 PM,2020-12-26 19:56:24.052200
38,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
39,Northern Boulevard,1-1.5 Hours*,Last Reported Time: 1:26 PM,2020-12-26 19:56:24.052200
40,Old Broadway,30-60 Minutes,Last Reported Time: 2:54 PM,2020-12-26 19:56:24.052200
41,Queens Hospital Center,30-60 Minutes,Last Reported Time: 2:00 PM,2020-12-26 19:56:24.052200
42,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
43,Red Hook Recreational ...,0-30 Minutes*,Last Reported Time: 12:03 PM,2020-12-26 19:56:24.052200
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
45,St. Albans,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
46,St. George Ferry Termi...,1.5-2 Hours,Last Reported Time: 2:17 PM,2020-12-26 19:56:24.052200
47,St. James Recreational...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
48,Starret City,1-1.5 Hours,Last Reported Time: 2:53 PM,2020-12-26 19:56:24.052200
49,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
50,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
51,Sydenham,0-30 Minutes,Last Reported Time: 2:26 PM,2020-12-26 19:56:24.052200
52,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
53,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
54,Windsor Park Library,More Than 2 Hours*,Last Reported Time: 1:19 PM,2020-12-26 19:56:24.052200
55,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2020-12-26 19:56:24.052200
