,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 8:42 AM,2021-03-09 14:32:07.143524
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
2,57 Cleveland Place,No Wait Time,Last Reported Time: 9:05 AM,2021-03-09 14:32:07.143524
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 8:00 AM,2021-03-09 14:32:07.143524
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 9:09 AM,2021-03-09 14:32:07.143524
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
10,Co-op City Retail Space,No Wait Time,Last Reported Time: 9:18 AM,2021-03-09 14:32:07.143524
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
13,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
16,Cumberland Dtc,0-30 Minutes,Last Reported Time: 9:22 AM,2021-03-09 14:32:07.143524
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:19 AM,2021-03-09 14:32:07.143524
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
21,Gouverneur Healthcare,No Wait Time,Last Reported Time: 9:02 AM,2021-03-09 14:32:07.143524
22,Greenbelt Recreational...,1-1.5 Hours,Last Reported Time: 9:17 AM,2021-03-09 14:32:07.143524
23,Harlem Hospital Center,No Wait Time,Last Reported Time: 8:13 AM,2021-03-09 14:32:07.143524
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
27,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 9:01 AM,2021-03-09 14:32:07.143524
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
30,Lefferts,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 9:30 AM,2021-03-09 14:32:07.143524
32,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 9:02 AM,2021-03-09 14:32:07.143524
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
34,Midwood,No Wait Time,Last Reported Time: 8:52 AM,2021-03-09 14:32:07.143524
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
38,Old Broadway,No Wait Time,Last Reported Time: 9:27 AM,2021-03-09 14:32:07.143524
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 9:07 AM,2021-03-09 14:32:07.143524
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
44,St. George Ferry Termi...,No Wait Time,Last Reported Time: 9:20 AM,2021-03-09 14:32:07.143524
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
46,Starret City,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
47,SY Dyckman Lcdla,0-30 Minutes,Last Reported Time: 8:51 AM,2021-03-09 14:32:07.143524
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
49,Sydenham,0-30 Minutes,Last Reported Time: 9:25 AM,2021-03-09 14:32:07.143524
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
52,Windsor Park Library,0-30 Minutes,Last Reported Time: 9:09 AM,2021-03-09 14:32:07.143524
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-09 14:32:07.143524
54,Last Reported Time:,,,2021-03-09 14:32:07.143524
55,Last Reported Time:,,,2021-03-09 14:32:07.143524
56,,,,2021-03-09 14:32:07.143524
57,,,,2021-03-09 14:32:07.143524
58,,,,2021-03-09 14:32:07.143524
59,if you require urgent virtual care.,,,2021-03-09 14:32:07.143524
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-09 14:32:07.143524
61,,,,2021-03-09 14:32:07.143524
62,,,,2021-03-09 14:32:07.143524
63,,,,2021-03-09 14:32:07.143524
