,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 10:12 AM,2021-03-06 18:26:38.883777
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 12:28 PM,2021-03-06 18:26:38.883777
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
6,Belvis Diagnostic & Tr...,No Wait Time*,Last Reported Time: 10:14 AM,2021-03-06 18:26:38.883777
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 12:49 PM,2021-03-06 18:26:38.883777
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 12:47 PM,2021-03-06 18:26:38.883777
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
13,CU Jonathan Williams C...,No Wait Time,Last Reported Time: 12:55 PM,2021-03-06 18:26:38.883777
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 12:16 PM,2021-03-06 18:26:38.883777
20,Fort Hamilton,No Wait Time,Last Reported Time: 12:04 PM,2021-03-06 18:26:38.883777
21,Gouverneur Healthcare,No Wait Time,Last Reported Time: 1:10 PM,2021-03-06 18:26:38.883777
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
23,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 11:04 AM,2021-03-06 18:26:38.883777
24,Highbridge Pool,No Wait Time,Last Reported Time: 12:37 PM,2021-03-06 18:26:38.883777
25,Jacobi Medical Center,1-1.5 Hours,Last Reported Time: 12:24 PM,2021-03-06 18:26:38.883777
26,JFK Airport,0-30 Minutes,Last Reported Time: 12:15 PM,2021-03-06 18:26:38.883777
27,Kew Gardens,No Wait Time*,Last Reported Time: 10:48 AM,2021-03-06 18:26:38.883777
28,Kings County Hospital ...,30-60 Minutes,Last Reported Time: 12:49 PM,2021-03-06 18:26:38.883777
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
30,Lefferts,0-30 Minutes*,Last Reported Time: 10:01 AM,2021-03-06 18:26:38.883777
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 12:02 PM,2021-03-06 18:26:38.883777
32,Mariners Harbor Library,No Wait Time,Last Reported Time: 11:56 AM,2021-03-06 18:26:38.883777
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
34,Midwood,0-30 Minutes,Last Reported Time: 12:02 PM,2021-03-06 18:26:38.883777
35,Morrisania Diagnostic ...,0-30 Minutes*,Last Reported Time: 9:50 AM,2021-03-06 18:26:38.883777
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
37,Northern Boulevard,No Wait Time*,Last Reported Time: 11:22 AM,2021-03-06 18:26:38.883777
38,Old Broadway,0-30 Minutes,Last Reported Time: 12:07 PM,2021-03-06 18:26:38.883777
39,Queens Hospital Center,30-60 Minutes*,Last Reported Time: 9:35 AM,2021-03-06 18:26:38.883777
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 9:49 AM,2021-03-06 18:26:38.883777
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 10:00 AM,2021-03-06 18:26:38.883777
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-06 18:26:38.883777
44,St. George Ferry Termi...,0-30 Minutes*,Last Reported Time: 11:39 AM,2021-03-06 18:26:38.883777
