,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,30-60 Minutes,Last Reported Time: 2:11 PM,2020-12-12 19:25:32.320027
1,4101 White Plains Road,0-30 Minutes,Last Reported Time: 2:01 PM,2020-12-12 19:25:32.320027
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 1:06 PM,2020-12-12 19:25:32.320027
3,Bathgate Contract Post...,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
4,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 2:02 PM,2020-12-12 19:25:32.320027
5,Beach 39th,More Than 2 Hours,Last Reported Time: 2:17 PM,2020-12-12 19:25:32.320027
6,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 2:15 PM,2020-12-12 19:25:32.320027
7,Belvis Diagnostic & Tr...,1-1.5 Hours*,Last Reported Time: 1:56 PM,2020-12-12 19:25:32.320027
8,Bensonhurst 14th Avenue,30-60 Minutes,Last Reported Time: 2:02 PM,2020-12-12 19:25:32.320027
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
10,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 11:56 AM,2020-12-12 19:25:32.320027
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
12,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 12:25 PM,2020-12-12 19:25:32.320027
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
14,CU Jonathan Williams C...,1-1.5 Hours*,Last Reported Time: 1:58 PM,2020-12-12 19:25:32.320027
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
18,Edward Grant,30-60 Minutes,Last Reported Time: 1:27 PM,2020-12-12 19:25:32.320027
19,Elmhurst Hospital Cent...,0-30 Minutes,Last Reported Time: 2:01 PM,2020-12-12 19:25:32.320027
20,EY East New York DTC,30-60 Minutes*,Last Reported Time: 1:19 PM,2020-12-12 19:25:32.320027
21,Fort Hamilton,1.5-2 Hours,Last Reported Time: 1:26 PM,2020-12-12 19:25:32.320027
22,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
23,Greenbelt Recreational...,1-1.5 Hours*,Last Reported Time: 1:37 PM,2020-12-12 19:25:32.320027
24,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 12:09 PM,2020-12-12 19:25:32.320027
25,Highbridge Pool,More Than 2 Hours,Last Reported Time: 2:18 PM,2020-12-12 19:25:32.320027
26,Jacobi Medical Center,0-30 Minutes*,Last Reported Time: 12:22 PM,2020-12-12 19:25:32.320027
27,JFK Airport,0-30 Minutes,Last Reported Time: 2:08 PM,2020-12-12 19:25:32.320027
28,Kew Gardens,1-1.5 Hours*,Last Reported Time: 12:03 PM,2020-12-12 19:25:32.320027
29,Kings County Hospital ...,30-60 Minutes*,Last Reported Time: 1:52 PM,2020-12-12 19:25:32.320027
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
31,Lefferts,30-60 Minutes,Last Reported Time: 2:17 PM,2020-12-12 19:25:32.320027
32,Lincoln Medical Center,No Wait Time,Last Reported Time: 2:02 PM,2020-12-12 19:25:32.320027
33,Mariners Harbor Library,No Wait Time*,Last Reported Time: 11:58 AM,2020-12-12 19:25:32.320027
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-12 19:25:32.320027
35,Midwood,30-60 Minutes,Last Reported Time: 2:13 PM,2020-12-12 19:25:32.320027
