,Location,Wait,Time Window,Scrape Timestamp
0,196 Albany,No Wait Time*,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
1,Last Reported at: 8:21AM,Bensonhurst 14th Avenue,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
2,30-60 Minutes,Last Reported at: 10:00AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
3,CU Woodside Houses CHC,Not Reported Yet,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
4,Harlem Hospital Center,30-60 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
5,Last Reported at: 10:00AM,Lincoln Medical Center,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
6,No Wait Time,Last Reported at: 10:01AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
7,Old Broadway,0-30 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
8,Last Reported at: 10:15AM,Starret City,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
9,No Wait Time,Last Reported at: 10:27AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
10,4101 White Plains Road,0-30 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
11,Last Reported at: 10:01AM,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
12,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
13,Cumberland Dtc,Not Reported Yet,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
14,Highbridge Pool,1-1.5 Hours,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
15,Last Reported at: 10:03AM,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
16,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
17,Queens Hospital Center,1.5-2 Hours,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
18,Last Reported at: 10:00AM,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
19,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
20,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
21,,Canarsie Municipal Lot,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
22,No Wait Time*,Last Reported at: 9:07AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
23,Edward Grant,Not Reported Yet,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
24,Jacobi Medical Center,30-60 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
25,Last Reported at: 10:16AM,Metropolitan Hospital ...,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
26,0-30 Minutes,Last Reported at: 10:00AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
27,Rain Boston Road Senio...,No Wait Time*,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
28,Last Reported at: 9:57AM,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
29,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
30,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
31,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
32,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
33,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
34,JFK Airport,0-30 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
35,Last Reported at: 10:01AM,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
36,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
37,Red Hook Recreational ...,0-30 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
38,Last Reported at: 10:20AM,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
39,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
40,Beach 39th,1.5-2 Hours,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
41,Last,Co-op City Retail SpaceConey Island Hospital ...,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
42,0-30 Minutes30-60 Minutes*,Last Reported at: 10:21AMLast,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
43,EY East New York DTCFort Hamilton,Not Reported YetNot Reported Yet,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
44,Kings County Hospital ...,0-30 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
45,Last,Mt. Lore(cid:425)o,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
46,0-30 Minutes*,Last,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
47,St.,No Wait Time*,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
48,Last,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
49,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
50,Bellevue Hospital Center,1.5-2 Hours,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
51,Reported at: 9:38AMLast Reported at: 10:00AM,CU Jonathan Williams C...,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
52,30-60 Minutes,Reported at: 8:12AMLast Reported at: 10:32AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
53,Gouverneur Healthcare,Not Reported Yet,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
54,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
55,Reported at: 10:22AM,North Central Bronx Ho...,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
56,1-1.5 Hours*,Reported at: 9:53AMLast Reported at: 9:41AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
57,AlbansSt. George Ferry Termi...,30-60 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
58,Reported at: 9:15AMLast Reported at: 10:14AM,Windsor Park Library,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
59,30-60 Minutes*,Last Reported at: 9:36AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
60,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
61,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
62,,,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
63,Greenbelt Recreational...,Not Reported Yet,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
64,Leﬀerts,30-60 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
65,Last Reported at: 10:00AM,Northern Boulevard,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
66,0-30 Minutes*,Last Reported at: 8:55AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
67,St. James Recreational...,30-60 Minutes,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
68,Last Reported at: 10:08AM,Woodhull Medical Center,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
69,1-1.5 Hours*,Last Reported at: 9:49AM,"12-4-2020,  10:00 AM - 11:59 AM",2020-12-04 15:44:10.383611
