,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 8:37 AM,2021-03-02 14:47:51.315297
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 9:01 AM,2021-03-02 14:47:51.315297
3,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 9:41 AM,2021-03-02 14:47:51.315297
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 9:17 AM,2021-03-02 14:47:51.315297
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 8:41 AM,2021-03-02 14:47:51.315297
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
12,CU Homecrest,0-30 Minutes,Last Reported Time: 9:35 AM,2021-03-02 14:47:51.315297
13,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 9:35 AM,2021-03-02 14:47:51.315297
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:00 AM,2021-03-02 14:47:51.315297
20,Fort Hamilton,No Wait Time*,Last Reported Time: 9:38 AM,2021-03-02 14:47:51.315297
21,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
22,Greenbelt Recreational...,30-60 Minutes,Last Reported Time: 9:10 AM,2021-03-02 14:47:51.315297
23,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 8:14 AM,2021-03-02 14:47:51.315297
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
27,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 8:00 AM,2021-03-02 14:47:51.315297
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
30,Lefferts,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
31,Lincoln Medical Center,0-30 Minutes,Last Reported Time: 9:26 AM,2021-03-02 14:47:51.315297
32,Mariners Harbor Library,No Wait Time,Last Reported Time: 9:19 AM,2021-03-02 14:47:51.315297
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
34,Midwood,No Wait Time,Last Reported Time: 8:58 AM,2021-03-02 14:47:51.315297
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
38,Old Broadway,No Wait Time,Last Reported Time: 9:15 AM,2021-03-02 14:47:51.315297
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 9:01 AM,2021-03-02 14:47:51.315297
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
44,St. George Ferry Termi...,0-30 Minutes,Last Reported Time: 9:29 AM,2021-03-02 14:47:51.315297
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-02 14:47:51.315297
