,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
4,Beach 39th,0-30 Minutes,Last Reported Time: 8:06 AM,2021-02-10 13:47:58.475705
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 8:05 AM,2021-02-10 13:47:58.475705
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
7,Bensonhurst 14th Avenue,30-60 Minutes,Last Reported Time: 8:09 AM,2021-02-10 13:47:58.475705
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
18,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:00 AM,2021-02-10 13:47:58.475705
19,Fort Hamilton,No Wait Time,Last Reported Time: 7:39 AM,2021-02-10 13:47:58.475705
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
22,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 8:10 AM,2021-02-10 13:47:58.475705
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
26,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 8:33 AM,2021-02-10 13:47:58.475705
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
31,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
33,Midwood,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
35,Mt. Loretto,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
38,Old Broadway,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
41,Red Hook Recreational ...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
44,St. George Ferry Termi...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
46,Starret City,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
52,Windsor Park Library,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-02-10 13:47:58.475705
54,Last Reported Time:,,,2021-02-10 13:47:58.475705
55,Last Reported Time:,,,2021-02-10 13:47:58.475705
56,,,,2021-02-10 13:47:58.475705
57,,,,2021-02-10 13:47:58.475705
58,,,,2021-02-10 13:47:58.475705
59,if you require urgent virtual care.,,,2021-02-10 13:47:58.475705
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-02-10 13:47:58.475705
61,,,,2021-02-10 13:47:58.475705
62,,,,2021-02-10 13:47:58.475705
63,,,,2021-02-10 13:47:58.475705
