,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
19,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-02 16:53:28.456386
