,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:08 PM,2020-12-10 23:31:43.273514
1,4101 White Plains Road,0-30 Minutes,Last Reported Time: 4:00 PM,2020-12-10 23:31:43.273514
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
3,Bathgate Contract Post...,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
4,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 5:28 PM,2020-12-10 23:31:43.273514
5,Beach 39th,No Wait Time,Last Reported Time: 4:59 PM,2020-12-10 23:31:43.273514
6,Bellevue Hospital Cent...,1.5-2 Hours*,Last Reported Time: 2:07 PM,2020-12-10 23:31:43.273514
7,Belvis Diagnostic & Tr...,30-60 Minutes*,Last Reported Time: 1:57 PM,2020-12-10 23:31:43.273514
8,Bensonhurst 14th Avenue,30-60 Minutes,Last Reported Time: 5:16 PM,2020-12-10 23:31:43.273514
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
10,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 5:44 PM,2020-12-10 23:31:43.273514
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
12,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 2:33 PM,2020-12-10 23:31:43.273514
13,Coney Island Hospital ...,0-30 Minutes*,Last Reported Time: 11:05 AM,2020-12-10 23:31:43.273514
14,CU Jonathan Williams C...,30-60 Minutes*,Last Reported Time: 3:13 PM,2020-12-10 23:31:43.273514
15,CU Vanderbilt,0-30 Minutes*,Last Reported Time: 10:02 AM,2020-12-10 23:31:43.273514
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
18,Edward Grant,30-60 Minutes*,Last Reported Time: 12:49 PM,2020-12-10 23:31:43.273514
19,Elmhurst Hospital Cent...,30-60 Minutes,Last Reported Time: 4:09 PM,2020-12-10 23:31:43.273514
20,EY East New York DTC,0-30 Minutes*,Last Reported Time: 3:40 PM,2020-12-10 23:31:43.273514
21,Fort Hamilton,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
22,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 2:06 PM,2020-12-10 23:31:43.273514
23,Greenbelt Recreational...,1-1.5 Hours,Last Reported Time: 4:17 PM,2020-12-10 23:31:43.273514
24,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 3:08 PM,2020-12-10 23:31:43.273514
25,Highbridge Pool,1.5-2 Hours,Last Reported Time: 5:19 PM,2020-12-10 23:31:43.273514
26,Jacobi Medical Center,0-30 Minutes*,Last Reported Time: 2:00 PM,2020-12-10 23:31:43.273514
27,JFK Airport,0-30 Minutes,Last Reported Time: 4:39 PM,2020-12-10 23:31:43.273514
28,Kew Gardens,1-1.5 Hours,Last Reported Time: 4:48 PM,2020-12-10 23:31:43.273514
29,Kings County Hospital ...,30-60 Minutes,Last Reported Time: 4:23 PM,2020-12-10 23:31:43.273514
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
31,Lefferts,0-30 Minutes,Last Reported Time: 5:36 PM,2020-12-10 23:31:43.273514
32,Lincoln Medical Center,0-30 Minutes,Last Reported Time: 4:19 PM,2020-12-10 23:31:43.273514
33,Mariners Harbor Library,No Wait Time,Last Reported Time: 4:59 PM,2020-12-10 23:31:43.273514
34,Metropolitan Hospital ...,30-60 Minutes*,Last Reported Time: 3:15 PM,2020-12-10 23:31:43.273514
35,Midwood,1.5-2 Hours,Last Reported Time: 4:14 PM,2020-12-10 23:31:43.273514
36,Morrisania Diagnostic ...,0-30 Minutes,Last Reported Time: 4:46 PM,2020-12-10 23:31:43.273514
37,Mt. Loretto,30-60 Minutes,Last Reported Time: 4:22 PM,2020-12-10 23:31:43.273514
38,North Central Bronx Ho...,30-60 Minutes*,Last Reported Time: 3:01 PM,2020-12-10 23:31:43.273514
39,Northern Boulevard,0-30 Minutes,Last Reported Time: 5:37 PM,2020-12-10 23:31:43.273514
40,Old Broadway,0-30 Minutes,Last Reported Time: 4:07 PM,2020-12-10 23:31:43.273514
41,Queens Hospital Center,30-60 Minutes,Last Reported Time: 4:24 PM,2020-12-10 23:31:43.273514
42,Rain Boston Road Senio...,No Wait Time,Last Reported Time: 4:16 PM,2020-12-10 23:31:43.273514
43,Red Hook Recreational ...,No Wait Time,Last Reported Time: 5:00 PM,2020-12-10 23:31:43.273514
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2020-12-10 23:31:43.273514
45,St. Albans,30-60 Minutes,Last Reported Time: 4:14 PM,2020-12-10 23:31:43.273514
46,St. George Ferry Termi...,30-60 Minutes,Last Reported Time: 4:15 PM,2020-12-10 23:31:43.273514
47,St. James Recreational...,0-30 Minutes,Last Reported Time: 4:09 PM,2020-12-10 23:31:43.273514
48,Starret City,0-30 Minutes,Last Reported Time: 4:31 PM,2020-12-10 23:31:43.273514
