,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 10:26 AM,2021-02-10 17:05:50.646642
1,4101 White Plains Road,No Wait Time*,Last Reported Time: 10:22 AM,2021-02-10 17:05:50.646642
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 11:11 AM,2021-02-10 17:05:50.646642
3,Bay Ridge 5th Avenue,0-30 Minutes*,Last Reported Time: 11:14 AM,2021-02-10 17:05:50.646642
4,Beach 39th,30-60 Minutes*,Last Reported Time: 10:05 AM,2021-02-10 17:05:50.646642
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 10:00 AM,2021-02-10 17:05:50.646642
6,Belvis Diagnostic & Tr...,1-1.5 Hours*,Last Reported Time: 11:58 AM,2021-02-10 17:05:50.646642
7,Bensonhurst 14th Avenue,No Wait Time*,Last Reported Time: 10:05 AM,2021-02-10 17:05:50.646642
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 11:46 AM,2021-02-10 17:05:50.646642
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
10,Co-op City Retail Space,0-30 Minutes*,Last Reported Time: 11:05 AM,2021-02-10 17:05:50.646642
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 11:47 AM,2021-02-10 17:05:50.646642
13,CU Vanderbilt,No Wait Time*,Last Reported Time: 9:12 AM,2021-02-10 17:05:50.646642
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
15,Cumberland Dtc,0-30 Minutes*,Last Reported Time: 11:30 AM,2021-02-10 17:05:50.646642
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
18,EY East New York DTC,0-30 Minutes,Last Reported Time: 12:00 PM,2021-02-10 17:05:50.646642
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 11:42 AM,2021-02-10 17:05:50.646642
20,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 11:22 AM,2021-02-10 17:05:50.646642
21,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 12:04 PM,2021-02-10 17:05:50.646642
22,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 10:03 AM,2021-02-10 17:05:50.646642
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
25,JFK Airport,0-30 Minutes,Last Reported Time: 12:00 PM,2021-02-10 17:05:50.646642
26,Kew Gardens,No Wait Time*,Last Reported Time: 10:00 AM,2021-02-10 17:05:50.646642
27,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 10:34 AM,2021-02-10 17:05:50.646642
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
29,Lefferts,No Wait Time*,Last Reported Time: 11:13 AM,2021-02-10 17:05:50.646642
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
31,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 10:55 AM,2021-02-10 17:05:50.646642
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
33,Midwood,No Wait Time*,Last Reported Time: 11:25 AM,2021-02-10 17:05:50.646642
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
35,Mt. Loretto,0-30 Minutes*,Last Reported Time: 10:08 AM,2021-02-10 17:05:50.646642
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
38,Old Broadway,0-30 Minutes*,Last Reported Time: 9:04 AM,2021-02-10 17:05:50.646642
39,Queens Hospital Center,0-30 Minutes*,Last Reported Time: 8:46 AM,2021-02-10 17:05:50.646642
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
41,Red Hook Recreational ...,No Wait Time,Last Reported Time: 12:01 PM,2021-02-10 17:05:50.646642
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
44,St. George Ferry Termi...,No Wait Time*,Last Reported Time: 11:48 AM,2021-02-10 17:05:50.646642
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
46,Starret City,No Wait Time*,Last Reported Time: 11:15 AM,2021-02-10 17:05:50.646642
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-02-10 17:05:50.646642
