,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,0-30 Minutes,Last Reported Time: 9:32 AM,2020-12-18 14:53:11.168027
1,4101 White Plains Road,No Wait Time,Last Reported Time: 9:11 AM,2020-12-18 14:53:11.168027
2,57 Cleveland Place,No Wait Time,Last Reported Time: 7:57 AM,2020-12-18 14:53:11.168027
3,Bathgate Contract Post...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
4,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
5,Beach 39th,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
6,Bellevue Hospital Cent...,More Than 2 Hours,Last Reported Time: 8:15 AM,2020-12-18 14:53:11.168027
7,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
8,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 8:24 AM,2020-12-18 14:53:11.168027
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
10,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 9:38 AM,2020-12-18 14:53:11.168027
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
12,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
14,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
18,Edward Grant,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
19,Elmhurst Hospital Cent...,1-1.5 Hours,Last Reported Time: 8:04 AM,2020-12-18 14:53:11.168027
20,EY East New York DTC,30-60 Minutes,Last Reported Time: 9:36 AM,2020-12-18 14:53:11.168027
21,Fort Hamilton,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
22,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
23,Greenbelt Recreational...,1-1.5 Hours,Last Reported Time: 9:12 AM,2020-12-18 14:53:11.168027
24,Harlem Hospital Center,30-60 Minutes,Last Reported Time: 9:00 AM,2020-12-18 14:53:11.168027
25,Highbridge Pool,1-1.5 Hours,Last Reported Time: 9:38 AM,2020-12-18 14:53:11.168027
26,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
27,JFK Airport,0-30 Minutes,Last Reported Time: 9:08 AM,2020-12-18 14:53:11.168027
28,Kew Gardens,0-30 Minutes,Last Reported Time: 8:26 AM,2020-12-18 14:53:11.168027
29,Kings County Hospital ...,30-60 Minutes,Last Reported Time: 8:02 AM,2020-12-18 14:53:11.168027
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
31,Lefferts,No Wait Time,Last Reported Time: 8:15 AM,2020-12-18 14:53:11.168027
32,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
33,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 8:21 AM,2020-12-18 14:53:11.168027
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
35,Midwood,1-1.5 Hours,Last Reported Time: 9:26 AM,2020-12-18 14:53:11.168027
36,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
37,Mt. Loretto,30-60 Minutes,Last Reported Time: 9:49 AM,2020-12-18 14:53:11.168027
38,North Central Bronx Ho...,0-30 Minutes,Last Reported Time: 9:09 AM,2020-12-18 14:53:11.168027
39,Northern Boulevard,0-30 Minutes,Last Reported Time: 9:15 AM,2020-12-18 14:53:11.168027
40,Old Broadway,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
41,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
42,Rain Boston Road Senio...,No Wait Time,Last Reported Time: 9:45 AM,2020-12-18 14:53:11.168027
43,Red Hook Recreational ...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
45,St. Albans,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
46,St. George Ferry Termi...,0-30 Minutes,Last Reported Time: 8:23 AM,2020-12-18 14:53:11.168027
47,St. James Recreational...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
48,Starret City,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
49,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
50,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
51,Sydenham,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
52,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
53,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
54,Windsor Park Library,30-60 Minutes,Last Reported Time: 9:33 AM,2020-12-18 14:53:11.168027
55,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2020-12-18 14:53:11.168027
