,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
2,57 Cleveland Place,No Wait Time,Last Reported Time: 10:04 AM,2021-03-07 15:31:44.481851
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 10:10 AM,2021-03-07 15:31:44.481851
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
6,Belvis Diagnostic & Tr...,0-30 Minutes,Last Reported Time: 10:02 AM,2021-03-07 15:31:44.481851
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 10:10 AM,2021-03-07 15:31:44.481851
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 8:38 AM,2021-03-07 15:31:44.481851
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
10,Co-op City Retail Space,No Wait Time,Last Reported Time: 10:07 AM,2021-03-07 15:31:44.481851
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
13,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
19,EY East New York DTC,No Wait Time,Last Reported Time: 10:14 AM,2021-03-07 15:31:44.481851
20,Fort Hamilton,0-30 Minutes,Last Reported Time: 10:07 AM,2021-03-07 15:31:44.481851
21,Gouverneur Healthcare,0-30 Minutes,Last Reported Time: 10:03 AM,2021-03-07 15:31:44.481851
22,Greenbelt Recreational...,30-60 Minutes,Last Reported Time: 10:06 AM,2021-03-07 15:31:44.481851
23,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-07 15:31:44.481851
