,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:10 PM,2020-12-29 21:37:59.556603
1,4101 White Plains Road,0-30 Minutes*,Last Reported Time: 2:20 PM,2020-12-29 21:37:59.556603
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 4:23 PM,2020-12-29 21:37:59.556603
3,Bathgate Contract Post...,0-30 Minutes,Last Reported Time: 4:00 PM,2020-12-29 21:37:59.556603
4,Bay Ridge 5th Avenue,0-30 Minutes*,Last Reported Time: 12:30 PM,2020-12-29 21:37:59.556603
5,Beach 39th,1-1.5 Hours*,Last Reported Time: 2:05 PM,2020-12-29 21:37:59.556603
6,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
7,Belvis Diagnostic & Tr...,1.5-2 Hours*,Last Reported Time: 1:56 PM,2020-12-29 21:37:59.556603
8,Bensonhurst 14th Avenue,No Wait Time*,Last Reported Time: 3:21 PM,2020-12-29 21:37:59.556603
9,Brooklyn Army Terminal,1.5-2 Hours,Last Reported Time: 4:02 PM,2020-12-29 21:37:59.556603
10,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 3:39 PM,2020-12-29 21:37:59.556603
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
12,Co-op City Retail Space,1-1.5 Hours*,Last Reported Time: 12:05 PM,2020-12-29 21:37:59.556603
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
14,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:37 PM,2020-12-29 21:37:59.556603
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
17,Cumberland Dtc,30-60 Minutes*,Last Reported Time: 2:57 PM,2020-12-29 21:37:59.556603
18,Edward Grant,1.5-2 Hours*,Last Reported Time: 10:08 AM,2020-12-29 21:37:59.556603
19,Elmhurst Hospital Cent...,30-60 Minutes,Last Reported Time: 4:02 PM,2020-12-29 21:37:59.556603
20,EY East New York DTC,30-60 Minutes*,Last Reported Time: 1:04 PM,2020-12-29 21:37:59.556603
21,Fort Hamilton,1.5-2 Hours*,Last Reported Time: 2:40 PM,2020-12-29 21:37:59.556603
22,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 1:10 PM,2020-12-29 21:37:59.556603
23,Greenbelt Recreational...,1.5-2 Hours,Last Reported Time: 4:19 PM,2020-12-29 21:37:59.556603
24,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 2:02 PM,2020-12-29 21:37:59.556603
25,Highbridge Pool,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
26,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
27,JFK Airport,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
28,Kew Gardens,0-30 Minutes*,Last Reported Time: 2:20 PM,2020-12-29 21:37:59.556603
29,Kings County Hospital ...,1-1.5 Hours,Last Reported Time: 4:03 PM,2020-12-29 21:37:59.556603
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
31,Lefferts,30-60 Minutes,Last Reported Time: 4:20 PM,2020-12-29 21:37:59.556603
32,Lincoln Medical Center,0-30 Minutes,Last Reported Time: 4:01 PM,2020-12-29 21:37:59.556603
33,Mariners Harbor Library,30-60 Minutes*,Last Reported Time: 1:57 PM,2020-12-29 21:37:59.556603
34,Metropolitan Hospital ...,0-30 Minutes*,Last Reported Time: 1:52 PM,2020-12-29 21:37:59.556603
35,Midwood,0-30 Minutes,Last Reported Time: 4:02 PM,2020-12-29 21:37:59.556603
36,Morrisania Diagnostic ...,0-30 Minutes,Last Reported Time: 4:15 PM,2020-12-29 21:37:59.556603
37,Mt. Loretto,1-1.5 Hours*,Last Reported Time: 2:34 PM,2020-12-29 21:37:59.556603
38,North Central Bronx Ho...,1-1.5 Hours*,Last Reported Time: 1:27 PM,2020-12-29 21:37:59.556603
39,Northern Boulevard,0-30 Minutes*,Last Reported Time: 11:33 AM,2020-12-29 21:37:59.556603
40,Old Broadway,0-30 Minutes,Last Reported Time: 4:19 PM,2020-12-29 21:37:59.556603
41,Queens Hospital Center,1.5-2 Hours*,Last Reported Time: 2:01 PM,2020-12-29 21:37:59.556603
42,Rain Boston Road Senio...,0-30 Minutes*,Last Reported Time: 12:46 PM,2020-12-29 21:37:59.556603
43,Red Hook Recreational ...,1-1.5 Hours,Last Reported Time: 4:07 PM,2020-12-29 21:37:59.556603
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
45,St. Albans,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
46,St. George Ferry Termi...,1-1.5 Hours,Last Reported Time: 4:18 PM,2020-12-29 21:37:59.556603
47,St. James Recreational...,1-1.5 Hours*,Last Reported Time: 10:05 AM,2020-12-29 21:37:59.556603
48,Starret City,More Than 2 Hours,Last Reported Time: 4:12 PM,2020-12-29 21:37:59.556603
49,SY Dyckman Lcdla,1-1.5 Hours*,Last Reported Time: 3:58 PM,2020-12-29 21:37:59.556603
50,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
51,Sydenham,1-1.5 Hours*,Last Reported Time: 2:06 PM,2020-12-29 21:37:59.556603
52,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
53,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2020-12-29 21:37:59.556603
54,Windsor Park Library,1.5-2 Hours*,Last Reported Time: 3:48 PM,2020-12-29 21:37:59.556603
55,Woodhull Medical Center,30-60 Minutes*,Last Reported Time: 3:45 PM,2020-12-29 21:37:59.556603
