,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 8:29 AM,2021-02-25 13:42:55.033637
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 8:09 AM,2021-02-25 13:42:55.033637
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
7,Bensonhurst 14th Avenue,30-60 Minutes,Last Reported Time: 8:03 AM,2021-02-25 13:42:55.033637
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
13,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
19,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
21,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
23,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-25 13:42:55.033637
