,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:09 PM,2021-01-28 22:28:10.992582
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 4:09 PM,2021-01-28 22:28:10.992582
4,Beach 39th,No Wait Time,Last Reported Time: 4:53 PM,2021-01-28 22:28:10.992582
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:09 PM,2021-01-28 22:28:10.992582
6,Belvis Diagnostic & Tr...,1.5-2 Hours*,Last Reported Time: 11:52 AM,2021-01-28 22:28:10.992582
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 4:00 PM,2021-01-28 22:28:10.992582
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
10,Co-op City Retail Space,30-60 Minutes,Last Reported Time: 5:21 PM,2021-01-28 22:28:10.992582
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:34 PM,2021-01-28 22:28:10.992582
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 1:09 PM,2021-01-28 22:28:10.992582
18,EY East New York DTC,30-60 Minutes*,Last Reported Time: 2:00 PM,2021-01-28 22:28:10.992582
19,Fort Hamilton,0-30 Minutes*,Last Reported Time: 3:28 PM,2021-01-28 22:28:10.992582
20,Gouverneur Healthcare,30-60 Minutes*,Last Reported Time: 3:27 PM,2021-01-28 22:28:10.992582
21,Greenbelt Recreational...,0-30 Minutes*,Last Reported Time: 2:08 PM,2021-01-28 22:28:10.992582
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 2:30 PM,2021-01-28 22:28:10.992582
23,Highbridge Pool,1-1.5 Hours,Last Reported Time: 4:39 PM,2021-01-28 22:28:10.992582
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:13 PM,2021-01-28 22:28:10.992582
26,Kew Gardens,0-30 Minutes,Last Reported Time: 4:01 PM,2021-01-28 22:28:10.992582
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:46 PM,2021-01-28 22:28:10.992582
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
29,Lefferts,30-60 Minutes*,Last Reported Time: 2:25 PM,2021-01-28 22:28:10.992582
30,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 2:01 PM,2021-01-28 22:28:10.992582
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 4:17 PM,2021-01-28 22:28:10.992582
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
33,Midwood,No Wait Time,Last Reported Time: 4:10 PM,2021-01-28 22:28:10.992582
34,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:50 AM,2021-01-28 22:28:10.992582
35,Mt. Loretto,30-60 Minutes,Last Reported Time: 4:19 PM,2021-01-28 22:28:10.992582
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
37,Northern Boulevard,0-30 Minutes,Last Reported Time: 4:28 PM,2021-01-28 22:28:10.992582
38,Old Broadway,1-1.5 Hours,Last Reported Time: 4:10 PM,2021-01-28 22:28:10.992582
39,Queens Hospital Center,1-1.5 Hours,Last Reported Time: 5:04 PM,2021-01-28 22:28:10.992582
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 3:50 PM,2021-01-28 22:28:10.992582
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 4:00 PM,2021-01-28 22:28:10.992582
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
44,St. George Ferry Termi...,No Wait Time,Last Reported Time: 4:10 PM,2021-01-28 22:28:10.992582
45,St. James Recreational...,1-1.5 Hours*,Last Reported Time: 1:07 PM,2021-01-28 22:28:10.992582
46,Starret City,30-60 Minutes,Last Reported Time: 5:00 PM,2021-01-28 22:28:10.992582
47,SY Dyckman Lcdla,30-60 Minutes*,Last Reported Time: 12:12 PM,2021-01-28 22:28:10.992582
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
49,Sydenham,0-30 Minutes*,Last Reported Time: 12:12 PM,2021-01-28 22:28:10.992582
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-01-28 22:28:10.992582
