,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:09 PM,2021-01-28 23:16:08.444475
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 4:09 PM,2021-01-28 23:16:08.444475
4,Beach 39th,No Wait Time,Last Reported Time: 4:53 PM,2021-01-28 23:16:08.444475
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:09 PM,2021-01-28 23:16:08.444475
6,Belvis Diagnostic & Tr...,1.5-2 Hours*,Last Reported Time: 11:52 AM,2021-01-28 23:16:08.444475
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 4:00 PM,2021-01-28 23:16:08.444475
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
10,Co-op City Retail Space,30-60 Minutes,Last Reported Time: 5:21 PM,2021-01-28 23:16:08.444475
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:34 PM,2021-01-28 23:16:08.444475
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 1:09 PM,2021-01-28 23:16:08.444475
18,EY East New York DTC,30-60 Minutes*,Last Reported Time: 2:00 PM,2021-01-28 23:16:08.444475
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 5:41 PM,2021-01-28 23:16:08.444475
20,Gouverneur Healthcare,30-60 Minutes*,Last Reported Time: 3:27 PM,2021-01-28 23:16:08.444475
21,Greenbelt Recreational...,0-30 Minutes*,Last Reported Time: 2:08 PM,2021-01-28 23:16:08.444475
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 2:30 PM,2021-01-28 23:16:08.444475
23,Highbridge Pool,1-1.5 Hours,Last Reported Time: 4:39 PM,2021-01-28 23:16:08.444475
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-28 23:16:08.444475
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:13 PM,2021-01-28 23:16:08.444475
