,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 8:44 AM,2021-01-27 14:36:42.197807
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
2,57 Cleveland Place,No Wait Time,Last Reported Time: 8:58 AM,2021-01-27 14:36:42.197807
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 8:53 AM,2021-01-27 14:36:42.197807
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 9:11 AM,2021-01-27 14:36:42.197807
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 9:12 AM,2021-01-27 14:36:42.197807
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
12,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 9:14 AM,2021-01-27 14:36:42.197807
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
15,Cumberland Dtc,0-30 Minutes,Last Reported Time: 9:35 AM,2021-01-27 14:36:42.197807
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
17,Elmhurst Hospital Cent...,1-1.5 Hours,Last Reported Time: 8:23 AM,2021-01-27 14:36:42.197807
18,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:16 AM,2021-01-27 14:36:42.197807
19,Fort Hamilton,No Wait Time,Last Reported Time: 7:49 AM,2021-01-27 14:36:42.197807
20,Gouverneur Healthcare,1-1.5 Hours,Last Reported Time: 9:33 AM,2021-01-27 14:36:42.197807
21,Greenbelt Recreational...,30-60 Minutes,Last Reported Time: 9:13 AM,2021-01-27 14:36:42.197807
22,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 8:11 AM,2021-01-27 14:36:42.197807
23,Highbridge Pool,0-30 Minutes,Last Reported Time: 9:13 AM,2021-01-27 14:36:42.197807
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
26,Kew Gardens,0-30 Minutes,Last Reported Time: 9:22 AM,2021-01-27 14:36:42.197807
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 8:04 AM,2021-01-27 14:36:42.197807
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 9:07 AM,2021-01-27 14:36:42.197807
32,Metropolitan Hospital ...,1-1.5 Hours,Last Reported Time: 9:15 AM,2021-01-27 14:36:42.197807
33,Midwood,0-30 Minutes,Last Reported Time: 8:58 AM,2021-01-27 14:36:42.197807
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
35,Mt. Loretto,30-60 Minutes,Last Reported Time: 9:06 AM,2021-01-27 14:36:42.197807
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
38,Old Broadway,0-30 Minutes,Last Reported Time: 9:25 AM,2021-01-27 14:36:42.197807
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 9:28 AM,2021-01-27 14:36:42.197807
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
44,St. George Ferry Termi...,No Wait Time,Last Reported Time: 7:59 AM,2021-01-27 14:36:42.197807
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
46,Starret City,0-30 Minutes,Last Reported Time: 9:26 AM,2021-01-27 14:36:42.197807
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
52,Windsor Park Library,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-01-27 14:36:42.197807
54,Last Reported Time:,,,2021-01-27 14:36:42.197807
55,Last Reported Time:,,,2021-01-27 14:36:42.197807
56,,,,2021-01-27 14:36:42.197807
