,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 12:56 PM,2021-01-24 22:14:11.228425
1,4101 White Plains Road,No Wait Time*,Last Reported Time: 12:49 PM,2021-01-24 22:14:11.228425
2,57 Cleveland Place,No Wait Time,Last Reported Time: 4:10 PM,2021-01-24 22:14:11.228425
3,Bay Ridge 5th Avenue,0-30 Minutes*,Last Reported Time: 10:25 AM,2021-01-24 22:14:11.228425
4,Beach 39th,0-30 Minutes,Last Reported Time: 4:03 PM,2021-01-24 22:14:11.228425
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
6,Belvis Diagnostic & Tr...,No Wait Time*,Last Reported Time: 1:57 PM,2021-01-24 22:14:11.228425
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 4:43 PM,2021-01-24 22:14:11.228425
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 4:38 PM,2021-01-24 22:14:11.228425
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
10,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 11:59 AM,2021-01-24 22:14:11.228425
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 1:45 PM,2021-01-24 22:14:11.228425
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
16,Edward Grant,No Wait Time*,Last Reported Time: 2:24 PM,2021-01-24 22:14:11.228425
17,Elmhurst Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:00 PM,2021-01-24 22:14:11.228425
18,EY East New York DTC,No Wait Time*,Last Reported Time: 2:00 PM,2021-01-24 22:14:11.228425
19,Fort Hamilton,No Wait Time,Last Reported Time: 3:56 PM,2021-01-24 22:14:11.228425
20,Gouverneur Healthcare,30-60 Minutes*,Last Reported Time: 1:00 PM,2021-01-24 22:14:11.228425
21,Greenbelt Recreational...,30-60 Minutes,Last Reported Time: 4:09 PM,2021-01-24 22:14:11.228425
22,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 2:44 PM,2021-01-24 22:14:11.228425
23,Highbridge Pool,No Wait Time,Last Reported Time: 4:14 PM,2021-01-24 22:14:11.228425
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
25,JFK Airport,0-30 Minutes,Last Reported Time: 5:00 PM,2021-01-24 22:14:11.228425
26,Kew Gardens,0-30 Minutes,Last Reported Time: 5:08 PM,2021-01-24 22:14:11.228425
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:38 PM,2021-01-24 22:14:11.228425
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
29,Lefferts,0-30 Minutes,Last Reported Time: 4:42 PM,2021-01-24 22:14:11.228425
30,Lincoln Medical Center,No Wait Time*,Last Reported Time: 2:04 PM,2021-01-24 22:14:11.228425
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 4:05 PM,2021-01-24 22:14:11.228425
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
33,Midwood,0-30 Minutes,Last Reported Time: 4:10 PM,2021-01-24 22:14:11.228425
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
35,Mt. Loretto,30-60 Minutes,Last Reported Time: 5:08 PM,2021-01-24 22:14:11.228425
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
38,Old Broadway,No Wait Time*,Last Reported Time: 1:57 PM,2021-01-24 22:14:11.228425
39,Queens Hospital Center,30-60 Minutes,Last Reported Time: 4:20 PM,2021-01-24 22:14:11.228425
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 4:04 PM,2021-01-24 22:14:11.228425
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
44,St. George Ferry Termi...,1-1.5 Hours,Last Reported Time: 4:54 PM,2021-01-24 22:14:11.228425
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
46,Starret City,0-30 Minutes,Last Reported Time: 4:03 PM,2021-01-24 22:14:11.228425
47,SY Dyckman Lcdla,0-30 Minutes*,Last Reported Time: 12:26 PM,2021-01-24 22:14:11.228425
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
49,Sydenham,0-30 Minutes*,Last Reported Time: 12:26 PM,2021-01-24 22:14:11.228425
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
52,Windsor Park Library,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-01-24 22:14:11.228425
54,Last Reported Time:,,,2021-01-24 22:14:11.228425
55,Last Reported Time:,,,2021-01-24 22:14:11.228425
56,,,,2021-01-24 22:14:11.228425
57,,,,2021-01-24 22:14:11.228425
58,,,,2021-01-24 22:14:11.228425
59,if you require urgent virtual care.,,,2021-01-24 22:14:11.228425
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-01-24 22:14:11.228425
61,,,,2021-01-24 22:14:11.228425
62,,,,2021-01-24 22:14:11.228425
63,,,,2021-01-24 22:14:11.228425
