,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
1,4101 White Plains Road,1.5-2 Hours,Last Reported Time: 2:06 PM,2021-01-02 19:44:35.757157
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 2:00 PM,2021-01-02 19:44:35.757157
3,Bathgate Contract Post...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
4,Bay Ridge 5th Avenue,1.5-2 Hours,Last Reported Time: 2:09 PM,2021-01-02 19:44:35.757157
5,Beach 39th,More Than 2 Hours,Last Reported Time: 2:36 PM,2021-01-02 19:44:35.757157
6,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
7,Belvis Diagnostic & Tr...,1-1.5 Hours*,Last Reported Time: 1:47 PM,2021-01-02 19:44:35.757157
8,Bensonhurst 14th Avenue,1.5-2 Hours,Last Reported Time: 2:09 PM,2021-01-02 19:44:35.757157
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
10,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
12,Co-op City Retail Space,1.5-2 Hours*,Last Reported Time: 12:03 PM,2021-01-02 19:44:35.757157
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
14,CU Jonathan Williams C...,30-60 Minutes*,Last Reported Time: 11:48 AM,2021-01-02 19:44:35.757157
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
17,Cumberland Dtc,1.5-2 Hours*,Last Reported Time: 11:22 AM,2021-01-02 19:44:35.757157
18,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
19,Elmhurst Hospital Cent...,1.5-2 Hours*,Last Reported Time: 10:05 AM,2021-01-02 19:44:35.757157
20,EY East New York DTC,1-1.5 Hours,Last Reported Time: 2:35 PM,2021-01-02 19:44:35.757157
21,Fort Hamilton,1.5-2 Hours,Last Reported Time: 2:08 PM,2021-01-02 19:44:35.757157
22,Gouverneur Healthcare,More Than 2 Hours*,Last Reported Time: 1:07 PM,2021-01-02 19:44:35.757157
23,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
24,Harlem Hospital Center,1-1.5 Hours,Last Reported Time: 2:27 PM,2021-01-02 19:44:35.757157
25,Highbridge Pool,More Than 2 Hours,Last Reported Time: 2:01 PM,2021-01-02 19:44:35.757157
26,Jacobi Medical Center,More Than 2 Hours*,Last Reported Time: 12:04 PM,2021-01-02 19:44:35.757157
27,JFK Airport,30-60 Minutes*,Last Reported Time: 12:18 PM,2021-01-02 19:44:35.757157
28,Kew Gardens,More Than 2 Hours*,Last Reported Time: 12:07 PM,2021-01-02 19:44:35.757157
29,Kings County Hospital ...,1.5-2 Hours*,Last Reported Time: 1:27 PM,2021-01-02 19:44:35.757157
30,LaGuardia Airport,30-60 Minutes,Last Reported Time: 2:18 PM,2021-01-02 19:44:35.757157
31,Lefferts,1-1.5 Hours,Last Reported Time: 2:10 PM,2021-01-02 19:44:35.757157
32,Lincoln Medical Center,0-30 Minutes,Last Reported Time: 2:09 PM,2021-01-02 19:44:35.757157
33,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 1:54 PM,2021-01-02 19:44:35.757157
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
35,Midwood,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
36,Morrisania Diagnostic ...,1.5-2 Hours*,Last Reported Time: 1:50 PM,2021-01-02 19:44:35.757157
37,Mt. Loretto,1-1.5 Hours*,Last Reported Time: 1:21 PM,2021-01-02 19:44:35.757157
38,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
39,Northern Boulevard,30-60 Minutes*,Last Reported Time: 10:34 AM,2021-01-02 19:44:35.757157
40,Old Broadway,30-60 Minutes,Last Reported Time: 2:04 PM,2021-01-02 19:44:35.757157
41,Queens Hospital Center,More Than 2 Hours,Last Reported Time: 2:01 PM,2021-01-02 19:44:35.757157
42,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 11:50 AM,2021-01-02 19:44:35.757157
43,Red Hook Recreational ...,30-60 Minutes,Last Reported Time: 2:01 PM,2021-01-02 19:44:35.757157
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
45,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
46,St. George Ferry Termi...,1-1.5 Hours,Last Reported Time: 2:19 PM,2021-01-02 19:44:35.757157
47,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
48,Starret City,1-1.5 Hours*,Last Reported Time: 1:22 PM,2021-01-02 19:44:35.757157
49,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
50,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
51,Sydenham,0-30 Minutes,Last Reported Time: 2:16 PM,2021-01-02 19:44:35.757157
52,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
53,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-01-02 19:44:35.757157
54,Windsor Park Library,More Than 2 Hours*,Last Reported Time: 1:16 PM,2021-01-02 19:44:35.757157
55,Woodhull Medical Center,30-60 Minutes*,Last Reported Time: 1:47 PM,2021-01-02 19:44:35.757157
56,,,,2021-01-02 19:44:35.757157
57,,,,2021-01-02 19:44:35.757157
58,,,,2021-01-02 19:44:35.757157
59,require urgent virtual care.,,,2021-01-02 19:44:35.757157
60,Unable to visit a testing location today? Visit ExpressCare.nyc or call 631-397-2273 if you,,,2021-01-02 19:44:35.757157
61,,,,2021-01-02 19:44:35.757157
62,,,,2021-01-02 19:44:35.757157
63,,,,2021-01-02 19:44:35.757157
