,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
3,Bathgate Contract Post...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
4,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
5,Beach 39th,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
6,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
7,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
8,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
10,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
12,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
14,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
18,Edward Grant,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
19,Elmhurst Hospital Cent...,30-60 Minutes,Last Reported Time: 8:01 AM,2020-12-12 13:21:34.142974
20,EY East New York DTC,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
21,Fort Hamilton,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
22,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
23,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
24,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
25,Highbridge Pool,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
26,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
27,JFK Airport,0-30 Minutes,Last Reported Time: 8:04 AM,2020-12-12 13:21:34.142974
28,Kew Gardens,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
29,Kings County Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
31,Lefferts,No Wait Time,Last Reported Time: 8:18 AM,2020-12-12 13:21:34.142974
32,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
33,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
35,Midwood,30-60 Minutes,Last Reported Time: 8:01 AM,2020-12-12 13:21:34.142974
36,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
37,Mt. Loretto,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
38,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
39,Northern Boulevard,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
40,Old Broadway,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
41,Queens Hospital Center,0-30 Minutes,Last Reported Time: 8:04 AM,2020-12-12 13:21:34.142974
42,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
43,Red Hook Recreational ...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
45,St. Albans,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
46,St. George Ferry Termi...,1-1.5 Hours,Last Reported Time: 8:19 AM,2020-12-12 13:21:34.142974
47,St. James Recreational...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
48,Starret City,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
49,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
50,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
51,Sydenham,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
52,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
53,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
54,Windsor Park Library,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
55,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2020-12-12 13:21:34.142974
