,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
1,4101 White Plains Road,30-60 Minutes,Last Reported Time: 10:24 AM,2021-02-03 15:34:27.216034
2,57 Cleveland Place,No Wait Time,Last Reported Time: 10:04 AM,2021-02-03 15:34:27.216034
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 10:03 AM,2021-02-03 15:34:27.216034
4,Beach 39th,30-60 Minutes*,Last Reported Time: 9:03 AM,2021-02-03 15:34:27.216034
5,Bellevue Hospital Cent...,1-1.5 Hours,Last Reported Time: 10:03 AM,2021-02-03 15:34:27.216034
6,Belvis Diagnostic & Tr...,More Than 2 Hours*,Last Reported Time: 9:54 AM,2021-02-03 15:34:27.216034
7,Bensonhurst 14th Avenue,30-60 Minutes*,Last Reported Time: 9:29 AM,2021-02-03 15:34:27.216034
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
10,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 10:00 AM,2021-02-03 15:34:27.216034
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
18,EY East New York DTC,30-60 Minutes*,Last Reported Time: 9:19 AM,2021-02-03 15:34:27.216034
19,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
20,Gouverneur Healthcare,30-60 Minutes*,Last Reported Time: 9:04 AM,2021-02-03 15:34:27.216034
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
22,Harlem Hospital Center,30-60 Minutes,Last Reported Time: 10:21 AM,2021-02-03 15:34:27.216034
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
25,JFK Airport,0-30 Minutes*,Last Reported Time: 9:28 AM,2021-02-03 15:34:27.216034
26,Kew Gardens,1-1.5 Hours*,Last Reported Time: 9:39 AM,2021-02-03 15:34:27.216034
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 10:08 AM,2021-02-03 15:34:27.216034
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
30,Lincoln Medical Center,1-1.5 Hours,Last Reported Time: 10:17 AM,2021-02-03 15:34:27.216034
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 10:21 AM,2021-02-03 15:34:27.216034
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
33,Midwood,0-30 Minutes,Last Reported Time: 10:21 AM,2021-02-03 15:34:27.216034
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
35,Mt. Loretto,30-60 Minutes*,Last Reported Time: 9:37 AM,2021-02-03 15:34:27.216034
36,North Central Bronx Ho...,30-60 Minutes*,Last Reported Time: 9:15 AM,2021-02-03 15:34:27.216034
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
38,Old Broadway,0-30 Minutes,Last Reported Time: 10:05 AM,2021-02-03 15:34:27.216034
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 9:54 AM,2021-02-03 15:34:27.216034
41,Red Hook Recreational ...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
44,St. George Ferry Termi...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
45,St. James Recreational...,0-30 Minutes*,Last Reported Time: 9:01 AM,2021-02-03 15:34:27.216034
46,Starret City,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-02-03 15:34:27.216034
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
52,Windsor Park Library,1.5-2 Hours*,Last Reported Time: 9:31 AM,2021-02-03 15:34:27.216034
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-02-03 15:34:27.216034
54,Last Reported Time:,,,2021-02-03 15:34:27.216034
55,Last Reported Time:,,,2021-02-03 15:34:27.216034
56,,,,2021-02-03 15:34:27.216034
57,,,,2021-02-03 15:34:27.216034
58,,,,2021-02-03 15:34:27.216034
59,if you require urgent virtual care.,,,2021-02-03 15:34:27.216034
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-02-03 15:34:27.216034
61,,,,2021-02-03 15:34:27.216034
62,,,,2021-02-03 15:34:27.216034
63,,,,2021-02-03 15:34:27.216034
