,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 9:01 AM,2021-03-15 14:49:45.383660
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 9:05 AM,2021-03-15 14:49:45.383660
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
4,Beach 39th,0-30 Minutes*,Last Reported Time: 10:31 AM,2021-03-15 14:49:45.383660
5,Bellevue Hospital Cent...,No Wait Time,Last Reported Time: 10:05 AM,2021-03-15 14:49:45.383660
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 9:51 AM,2021-03-15 14:49:45.383660
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 10:00 AM,2021-03-15 14:49:45.383660
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 9:56 AM,2021-03-15 14:49:45.383660
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-03-15 14:49:45.383660
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-03-15 14:49:45.383660
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
16,Cumberland Dtc,0-30 Minutes,Last Reported Time: 10:10 AM,2021-03-15 14:49:45.383660
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
19,EY East New York DTC,0-30 Minutes*,Last Reported Time: 9:50 AM,2021-03-15 14:49:45.383660
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
21,Gouverneur Healthcare,No Wait Time*,Last Reported Time: 9:34 AM,2021-03-15 14:49:45.383660
22,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 10:02 AM,2021-03-15 14:49:45.383660
23,Harlem Hospital Center,No Wait Time,Last Reported Time: 10:04 AM,2021-03-15 14:49:45.383660
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
27,Kew Gardens,No Wait Time*,Last Reported Time: 9:44 AM,2021-03-15 14:49:45.383660
28,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 8:29 AM,2021-03-15 14:49:45.383660
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
30,Lefferts,0-30 Minutes*,Last Reported Time: 10:07 AM,2021-03-15 14:49:45.383660
31,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
32,Mariners Harbor Library,No Wait Time*,Last Reported Time: 9:18 AM,2021-03-15 14:49:45.383660
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
34,Midwood,0-30 Minutes,Last Reported Time: 10:16 AM,2021-03-15 14:49:45.383660
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
38,Old Broadway,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
40,Rain Boston Road Senio...,0-30 Minutes*,Last Reported Time: 9:48 AM,2021-03-15 14:49:45.383660
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 9:48 AM,2021-03-15 14:49:45.383660
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
44,St. George Ferry Termi...,No Wait Time,Last Reported Time: 10:42 AM,2021-03-15 14:49:45.383660
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
46,Starret City,No Wait Time*,Last Reported Time: 10:35 AM,2021-03-15 14:49:45.383660
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
52,Windsor Park Library,0-30 Minutes*,Last Reported Time: 9:33 AM,2021-03-15 14:49:45.383660
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:49:45.383660
54,Last Reported Time:,,,2021-03-15 14:49:45.383660
55,Last Reported Time:,,,2021-03-15 14:49:45.383660
56,,,,2021-03-15 14:49:45.383660
57,,,,2021-03-15 14:49:45.383660
58,,,,2021-03-15 14:49:45.383660
59,if you require urgent virtual care.,,,2021-03-15 14:49:45.383660
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-15 14:49:45.383660
