,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:25 PM,2021-02-05 21:26:46.998030
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 2:32 PM,2021-02-05 21:26:46.998030
3,Bay Ridge 5th Avenue,30-60 Minutes,Last Reported Time: 4:05 PM,2021-02-05 21:26:46.998030
4,Beach 39th,0-30 Minutes*,Last Reported Time: 2:29 PM,2021-02-05 21:26:46.998030
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:12 PM,2021-02-05 21:26:46.998030
6,Belvis Diagnostic & Tr...,No Wait Time*,Last Reported Time: 11:56 AM,2021-02-05 21:26:46.998030
7,Bensonhurst 14th Avenue,0-30 Minutes*,Last Reported Time: 11:35 AM,2021-02-05 21:26:46.998030
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
10,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 3:00 PM,2021-02-05 21:26:46.998030
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 2:57 PM,2021-02-05 21:26:46.998030
13,CU Vanderbilt,0-30 Minutes*,Last Reported Time: 2:54 PM,2021-02-05 21:26:46.998030
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 8:05 AM,2021-02-05 21:26:46.998030
18,EY East New York DTC,0-30 Minutes*,Last Reported Time: 2:18 PM,2021-02-05 21:26:46.998030
19,Fort Hamilton,30-60 Minutes*,Last Reported Time: 2:16 PM,2021-02-05 21:26:46.998030
20,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 1:05 PM,2021-02-05 21:26:46.998030
21,Greenbelt Recreational...,30-60 Minutes*,Last Reported Time: 11:17 AM,2021-02-05 21:26:46.998030
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 2:58 PM,2021-02-05 21:26:46.998030
23,Highbridge Pool,0-30 Minutes*,Last Reported Time: 2:01 PM,2021-02-05 21:26:46.998030
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:06 PM,2021-02-05 21:26:46.998030
26,Kew Gardens,0-30 Minutes*,Last Reported Time: 10:11 AM,2021-02-05 21:26:46.998030
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:14 PM,2021-02-05 21:26:46.998030
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
29,Lefferts,30-60 Minutes*,Last Reported Time: 2:12 PM,2021-02-05 21:26:46.998030
30,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 12:00 PM,2021-02-05 21:26:46.998030
31,Mariners Harbor Library,No Wait Time*,Last Reported Time: 1:44 PM,2021-02-05 21:26:46.998030
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
33,Midwood,0-30 Minutes,Last Reported Time: 4:07 PM,2021-02-05 21:26:46.998030
34,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:52 AM,2021-02-05 21:26:46.998030
35,Mt. Loretto,0-30 Minutes*,Last Reported Time: 2:29 PM,2021-02-05 21:26:46.998030
36,North Central Bronx Ho...,1-1.5 Hours*,Last Reported Time: 11:42 AM,2021-02-05 21:26:46.998030
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
38,Old Broadway,0-30 Minutes,Last Reported Time: 4:10 PM,2021-02-05 21:26:46.998030
39,Queens Hospital Center,1-1.5 Hours*,Last Reported Time: 3:38 PM,2021-02-05 21:26:46.998030
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 3:45 PM,2021-02-05 21:26:46.998030
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 12:10 PM,2021-02-05 21:26:46.998030
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
44,St. George Ferry Termi...,0-30 Minutes,Last Reported Time: 4:17 PM,2021-02-05 21:26:46.998030
45,St. James Recreational...,1.5-2 Hours*,Last Reported Time: 10:46 AM,2021-02-05 21:26:46.998030
46,Starret City,0-30 Minutes*,Last Reported Time: 3:03 PM,2021-02-05 21:26:46.998030
47,SY Dyckman Lcdla,30-60 Minutes*,Last Reported Time: 10:35 AM,2021-02-05 21:26:46.998030
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
49,Sydenham,30-60 Minutes*,Last Reported Time: 10:35 AM,2021-02-05 21:26:46.998030
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-02-05 21:26:46.998030
52,Windsor Park Library,0-30 Minutes*,Last Reported Time: 3:33 PM,2021-02-05 21:26:46.998030
53,Woodhull Medical Center,30-60 Minutes*,Last Reported Time: 9:38 AM,2021-02-05 21:26:46.998030
54,Last Reported Time:,,,2021-02-05 21:26:46.998030
55,Last Reported Time:,,,2021-02-05 21:26:46.998030
56,,,,2021-02-05 21:26:46.998030
57,,,,2021-02-05 21:26:46.998030
58,,,,2021-02-05 21:26:46.998030
59,if you require urgent virtual care.,,,2021-02-05 21:26:46.998030
