,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 8:55 AM,2021-01-28 16:01:19.919282
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
3,Bay Ridge 5th Avenue,No Wait Time*,Last Reported Time: 8:01 AM,2021-01-28 16:01:19.919282
4,Beach 39th,30-60 Minutes*,Last Reported Time: 8:45 AM,2021-01-28 16:01:19.919282
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 10:37 AM,2021-01-28 16:01:19.919282
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 10:00 AM,2021-01-28 16:01:19.919282
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
12,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 10:19 AM,2021-01-28 16:01:19.919282
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
17,Elmhurst Hospital Cent...,1-1.5 Hours,Last Reported Time: 10:58 AM,2021-01-28 16:01:19.919282
18,EY East New York DTC,No Wait Time*,Last Reported Time: 8:00 AM,2021-01-28 16:01:19.919282
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 10:04 AM,2021-01-28 16:01:19.919282
20,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 9:30 AM,2021-01-28 16:01:19.919282
21,Greenbelt Recreational...,No Wait Time,Last Reported Time: 10:54 AM,2021-01-28 16:01:19.919282
22,Harlem Hospital Center,30-60 Minutes,Last Reported Time: 10:57 AM,2021-01-28 16:01:19.919282
23,Highbridge Pool,30-60 Minutes,Last Reported Time: 10:13 AM,2021-01-28 16:01:19.919282
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
25,JFK Airport,0-30 Minutes,Last Reported Time: 10:13 AM,2021-01-28 16:01:19.919282
26,Kew Gardens,30-60 Minutes*,Last Reported Time: 9:17 AM,2021-01-28 16:01:19.919282
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 10:33 AM,2021-01-28 16:01:19.919282
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
30,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 8:15 AM,2021-01-28 16:01:19.919282
31,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
33,Midwood,No Wait Time,Last Reported Time: 10:09 AM,2021-01-28 16:01:19.919282
34,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:50 AM,2021-01-28 16:01:19.919282
35,Mt. Loretto,30-60 Minutes,Last Reported Time: 10:17 AM,2021-01-28 16:01:19.919282
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
37,Northern Boulevard,No Wait Time*,Last Reported Time: 8:34 AM,2021-01-28 16:01:19.919282
38,Old Broadway,0-30 Minutes,Last Reported Time: 10:04 AM,2021-01-28 16:01:19.919282
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 9:41 AM,2021-01-28 16:01:19.919282
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 10:02 AM,2021-01-28 16:01:19.919282
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
44,St. George Ferry Termi...,0-30 Minutes,Last Reported Time: 10:30 AM,2021-01-28 16:01:19.919282
45,St. James Recreational...,1-1.5 Hours,Last Reported Time: 10:09 AM,2021-01-28 16:01:19.919282
46,Starret City,0-30 Minutes,Last Reported Time: 10:07 AM,2021-01-28 16:01:19.919282
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-01-28 16:01:19.919282
52,Windsor Park Library,1.5-2 Hours*,Last Reported Time: 9:28 AM,2021-01-28 16:01:19.919282
53,Woodhull Medical Center,30-60 Minutes*,Last Reported Time: 9:58 AM,2021-01-28 16:01:19.919282
54,Last Reported Time:,,,2021-01-28 16:01:19.919282
55,Last Reported Time:,,,2021-01-28 16:01:19.919282
56,,,,2021-01-28 16:01:19.919282
57,,,,2021-01-28 16:01:19.919282
58,,,,2021-01-28 16:01:19.919282
59,if you require urgent virtual care.,,,2021-01-28 16:01:19.919282
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-01-28 16:01:19.919282
61,,,,2021-01-28 16:01:19.919282
62,,,,2021-01-28 16:01:19.919282
63,,,,2021-01-28 16:01:19.919282
