,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,0-30 Minutes*,Last Reported Time: 2:25 PM,2020-12-26 21:11:08.502651
1,4101 White Plains Road,30-60 Minutes,Last Reported Time: 4:01 PM,2020-12-26 21:11:08.502651
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
3,Bathgate Contract Post...,No Wait Time*,Last Reported Time: 2:00 PM,2020-12-26 21:11:08.502651
4,Bay Ridge 5th Avenue,More Than 2 Hours,Last Reported Time: 4:04 PM,2020-12-26 21:11:08.502651
5,Beach 39th,1.5-2 Hours*,Last Reported Time: 11:28 AM,2020-12-26 21:11:08.502651
6,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
7,Belvis Diagnostic & Tr...,No Wait Time*,Last Reported Time: 1:51 PM,2020-12-26 21:11:08.502651
8,Bensonhurst 14th Avenue,1-1.5 Hours,Last Reported Time: 4:00 PM,2020-12-26 21:11:08.502651
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
10,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
12,Co-op City Retail Space,1.5-2 Hours*,Last Reported Time: 2:44 PM,2020-12-26 21:11:08.502651
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
14,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 1:56 PM,2020-12-26 21:11:08.502651
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
18,Edward Grant,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
19,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 12:07 PM,2020-12-26 21:11:08.502651
20,EY East New York DTC,No Wait Time*,Last Reported Time: 2:39 PM,2020-12-26 21:11:08.502651
21,Fort Hamilton,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
22,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
23,Greenbelt Recreational...,1-1.5 Hours*,Last Reported Time: 11:20 AM,2020-12-26 21:11:08.502651
24,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 12:57 PM,2020-12-26 21:11:08.502651
25,Highbridge Pool,1.5-2 Hours*,Last Reported Time: 2:03 PM,2020-12-26 21:11:08.502651
26,Jacobi Medical Center,1-1.5 Hours*,Last Reported Time: 1:35 PM,2020-12-26 21:11:08.502651
27,JFK Airport,0-30 Minutes*,Last Reported Time: 12:14 PM,2020-12-26 21:11:08.502651
28,Kew Gardens,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
29,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 2:23 PM,2020-12-26 21:11:08.502651
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
31,Lefferts,More Than 2 Hours*,Last Reported Time: 12:05 PM,2020-12-26 21:11:08.502651
32,Lincoln Medical Center,No Wait Time*,Last Reported Time: 2:43 PM,2020-12-26 21:11:08.502651
33,Mariners Harbor Library,30-60 Minutes*,Last Reported Time: 2:08 PM,2020-12-26 21:11:08.502651
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
35,Midwood,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
36,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 1:50 PM,2020-12-26 21:11:08.502651
37,Mt. Loretto,1.5-2 Hours*,Last Reported Time: 2:44 PM,2020-12-26 21:11:08.502651
38,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2020-12-26 21:11:08.502651
39,Northern Boulevard,1-1.5 Hours*,Last Reported Time: 4:01 PM,2020-12-26 21:11:08.502651
40,Old Broadway,0-30 Minutes,Last Reported Time: 4:03 PM,2020-12-26 21:11:08.502651
41,Queens Hospital Center,30-60 Minutes*,Last Reported Time: 2:00 PM,2020-12-26 21:11:08.502651
