,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:09 PM,2021-02-22 21:51:07.666725
1,4101 White Plains Road,0-30 Minutes*,Last Reported Time: 12:35 PM,2021-02-22 21:51:07.666725
2,57 Cleveland Place,No Wait Time,Last Reported Time: 4:16 PM,2021-02-22 21:51:07.666725
3,Bay Ridge 5th Avenue,No Wait Time*,Last Reported Time: 12:55 PM,2021-02-22 21:51:07.666725
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:00 PM,2021-02-22 21:51:07.666725
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 1:50 PM,2021-02-22 21:51:07.666725
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 3:47 PM,2021-02-22 21:51:07.666725
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 10:46 AM,2021-02-22 21:51:07.666725
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 3:43 PM,2021-02-22 21:51:07.666725
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:43 PM,2021-02-22 21:51:07.666725
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
16,Cumberland Dtc,No Wait Time*,Last Reported Time: 3:01 PM,2021-02-22 21:51:07.666725
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
19,EY East New York DTC,0-30 Minutes*,Last Reported Time: 3:02 PM,2021-02-22 21:51:07.666725
20,Fort Hamilton,No Wait Time,Last Reported Time: 3:02 PM,2021-02-22 21:51:07.666725
21,Gouverneur Healthcare,No Wait Time*,Last Reported Time: 3:01 PM,2021-02-22 21:51:07.666725
22,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 4:07 PM,2021-02-22 21:51:07.666725
23,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 2:08 PM,2021-02-22 21:51:07.666725
24,Highbridge Pool,30-60 Minutes*,Last Reported Time: 3:10 PM,2021-02-22 21:51:07.666725
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
27,Kew Gardens,No Wait Time,Last Reported Time: 4:09 PM,2021-02-22 21:51:07.666725
28,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 2:14 PM,2021-02-22 21:51:07.666725
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
30,Lefferts,0-30 Minutes,Last Reported Time: 4:49 PM,2021-02-22 21:51:07.666725
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 4:03 PM,2021-02-22 21:51:07.666725
32,Mariners Harbor Library,No Wait Time,Last Reported Time: 4:17 PM,2021-02-22 21:51:07.666725
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
34,Midwood,No Wait Time,Last Reported Time: 4:22 PM,2021-02-22 21:51:07.666725
35,Morrisania Diagnostic ...,0-30 Minutes*,Last Reported Time: 1:50 PM,2021-02-22 21:51:07.666725
36,Mt. Loretto,Not Reported Yet,Last Reported Time:,2021-02-22 21:51:07.666725
