,Location,Wait,Time Window,Scrape Timestamp
0,196 Albany,No Wait Time,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
1,Bensonhurst 14th Avenue,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
2,CU Woodside Houses CHC,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
3,Harlem Hospital Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
4,Lincoln Medical Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
5,Old Broadway,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
6,Starret City,No Wait Time,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
7,4101 White Plains Road,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
8,Brooklyn Army Terminal,< 30 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
9,Cumberland Dtc,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
10,Highbridge Pool,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
11,Mariners Harbor Library,No Wait Time,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
12,Queens Hospital Center,< 90 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
13,SY Dyckman Lcdla,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
14,57 Cleveland Place,< 30 Minutes,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
15,Canarsie Municipal Lot,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
16,Edward Grant,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
17,Jacobi Medical Center,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
18,Metropolitan Hospital ...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
19,Rain Boston Road Senio...,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
20,SY St. Nicholas Chc,Not Reported Yet,"12-1-2020,  10:00 AM - 11:59 AM",2020-12-01 16:23:06.120499
