,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
19,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
26,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
27,Kings County Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
31,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
33,Midwood,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
35,Mt. Loretto,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
38,Old Broadway,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
41,Red Hook Recreational ...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
44,St. George Ferry Termi...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
46,Starret City,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
47,SY Dyckman Lcdla,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
52,Windsor Park Library,Not Reported Yet,Last Reported Time:,2021-02-02 17:42:00.381633
53,Woodhull Medical Center,0-30 Minutes*,Last Reported Time: 11:43 AM,2021-02-02 17:42:00.381633
54,Last Reported Time:,,,2021-02-02 17:42:00.381633
55,Last Reported Time:,,,2021-02-02 17:42:00.381633
56,,,,2021-02-02 17:42:00.381633
57,,,,2021-02-02 17:42:00.381633
58,,,,2021-02-02 17:42:00.381633
59,if you require urgent virtual care.,,,2021-02-02 17:42:00.381633
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-02-02 17:42:00.381633
61,,,,2021-02-02 17:42:00.381633
62,,,,2021-02-02 17:42:00.381633
63,,,,2021-02-02 17:42:00.381633
