,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,More Than 2 Hours*,Last Reported Time: 2:24 PM,2021-01-19 21:00:52.247938
1,4101 White Plains Road,No Wait Time*,Last Reported Time: 12:01 PM,2021-01-19 21:00:52.247938
2,57 Cleveland Place,0-30 Minutes*,Last Reported Time: 2:07 PM,2021-01-19 21:00:52.247938
3,Bay Ridge 5th Avenue,0-30 Minutes*,Last Reported Time: 10:21 AM,2021-01-19 21:00:52.247938
4,Beach 39th,0-30 Minutes*,Last Reported Time: 2:32 PM,2021-01-19 21:00:52.247938
5,Bellevue Hospital Cent...,30-60 Minutes*,Last Reported Time: 3:02 PM,2021-01-19 21:00:52.247938
6,Belvis Diagnostic & Tr...,More Than 2 Hours*,Last Reported Time: 11:47 AM,2021-01-19 21:00:52.247938
7,Bensonhurst 14th Avenue,1-1.5 Hours*,Last Reported Time: 3:23 PM,2021-01-19 21:00:52.247938
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 2:01 PM,2021-01-19 21:00:52.247938
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
10,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 10:44 AM,2021-01-19 21:00:52.247938
11,Coney Island Hospital ...,0-30 Minutes*,Last Reported Time: 10:09 AM,2021-01-19 21:00:52.247938
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:59 PM,2021-01-19 21:00:52.247938
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 8:25 AM,2021-01-19 21:00:52.247938
18,EY East New York DTC,0-30 Minutes*,Last Reported Time: 2:06 PM,2021-01-19 21:00:52.247938
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 3:55 PM,2021-01-19 21:00:52.247938
20,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 12:16 PM,2021-01-19 21:00:52.247938
21,Greenbelt Recreational...,No Wait Time*,Last Reported Time: 2:21 PM,2021-01-19 21:00:52.247938
22,Harlem Hospital Center,1.5-2 Hours*,Last Reported Time: 2:02 PM,2021-01-19 21:00:52.247938
23,Highbridge Pool,30-60 Minutes*,Last Reported Time: 8:59 AM,2021-01-19 21:00:52.247938
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
26,Kew Gardens,No Wait Time*,Last Reported Time: 3:18 PM,2021-01-19 21:00:52.247938
27,Kings County Hospital ...,1-1.5 Hours*,Last Reported Time: 3:51 PM,2021-01-19 21:00:52.247938
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
29,Lefferts,0-30 Minutes*,Last Reported Time: 2:06 PM,2021-01-19 21:00:52.247938
30,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 12:00 PM,2021-01-19 21:00:52.247938
31,Mariners Harbor Library,30-60 Minutes*,Last Reported Time: 3:06 PM,2021-01-19 21:00:52.247938
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-19 21:00:52.247938
33,Midwood,No Wait Time*,Last Reported Time: 2:28 PM,2021-01-19 21:00:52.247938
