,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 2:53 PM,2021-02-19 20:44:17.877877
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
2,57 Cleveland Place,No Wait Time,Last Reported Time: 2:20 PM,2021-02-19 20:44:17.877877
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 2:06 PM,2021-02-19 20:44:17.877877
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
5,Bellevue Hospital Cent...,No Wait Time,Last Reported Time: 2:00 PM,2021-02-19 20:44:17.877877
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 1:47 PM,2021-02-19 20:44:17.877877
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 2:24 PM,2021-02-19 20:44:17.877877
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
10,Co-op City Retail Space,0-30 Minutes,Last Reported Time: 2:13 PM,2021-02-19 20:44:17.877877
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
12,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 3:38 PM,2021-02-19 20:44:17.877877
13,CU Vanderbilt,30-60 Minutes*,Last Reported Time: 11:51 AM,2021-02-19 20:44:17.877877
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
15,Cumberland Dtc,No Wait Time,Last Reported Time: 3:28 PM,2021-02-19 20:44:17.877877
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-19 20:44:17.877877
18,EY East New York DTC,No Wait Time,Last Reported Time: 2:04 PM,2021-02-19 20:44:17.877877
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 2:21 PM,2021-02-19 20:44:17.877877
