,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 8:49 AM,2021-03-10 14:12:05.295700
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
2,57 Cleveland Place,No Wait Time,Last Reported Time: 9:04 AM,2021-03-10 14:12:05.295700
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 8:06 AM,2021-03-10 14:12:05.295700
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 8:57 AM,2021-03-10 14:12:05.295700
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
13,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:10 AM,2021-03-10 14:12:05.295700
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
21,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
23,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 8:11 AM,2021-03-10 14:12:05.295700
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
27,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
28,Kings County Hospital ...,30-60 Minutes,Last Reported Time: 8:29 AM,2021-03-10 14:12:05.295700
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
30,Lefferts,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
31,Lincoln Medical Center,0-30 Minutes,Last Reported Time: 9:01 AM,2021-03-10 14:12:05.295700
32,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
34,Midwood,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
38,Old Broadway,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-10 14:12:05.295700
