,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:09 PM,2021-01-28 21:58:48.565792
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 4:09 PM,2021-01-28 21:58:48.565792
4,Beach 39th,No Wait Time,Last Reported Time: 4:53 PM,2021-01-28 21:58:48.565792
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:09 PM,2021-01-28 21:58:48.565792
6,Belvis Diagnostic & Tr...,1.5-2 Hours*,Last Reported Time: 11:52 AM,2021-01-28 21:58:48.565792
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 4:00 PM,2021-01-28 21:58:48.565792
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
10,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 2:41 PM,2021-01-28 21:58:48.565792
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:34 PM,2021-01-28 21:58:48.565792
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 1:09 PM,2021-01-28 21:58:48.565792
18,EY East New York DTC,30-60 Minutes*,Last Reported Time: 2:00 PM,2021-01-28 21:58:48.565792
19,Fort Hamilton,0-30 Minutes*,Last Reported Time: 3:28 PM,2021-01-28 21:58:48.565792
20,Gouverneur Healthcare,30-60 Minutes*,Last Reported Time: 3:27 PM,2021-01-28 21:58:48.565792
21,Greenbelt Recreational...,0-30 Minutes*,Last Reported Time: 2:08 PM,2021-01-28 21:58:48.565792
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 2:30 PM,2021-01-28 21:58:48.565792
23,Highbridge Pool,1-1.5 Hours,Last Reported Time: 4:39 PM,2021-01-28 21:58:48.565792
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:13 PM,2021-01-28 21:58:48.565792
26,Kew Gardens,0-30 Minutes,Last Reported Time: 4:01 PM,2021-01-28 21:58:48.565792
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:46 PM,2021-01-28 21:58:48.565792
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
29,Lefferts,30-60 Minutes*,Last Reported Time: 2:25 PM,2021-01-28 21:58:48.565792
30,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 2:01 PM,2021-01-28 21:58:48.565792
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 4:17 PM,2021-01-28 21:58:48.565792
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
33,Midwood,No Wait Time,Last Reported Time: 4:10 PM,2021-01-28 21:58:48.565792
34,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:50 AM,2021-01-28 21:58:48.565792
35,Mt. Loretto,30-60 Minutes,Last Reported Time: 4:19 PM,2021-01-28 21:58:48.565792
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
37,Northern Boulevard,0-30 Minutes,Last Reported Time: 4:28 PM,2021-01-28 21:58:48.565792
38,Old Broadway,1-1.5 Hours,Last Reported Time: 4:10 PM,2021-01-28 21:58:48.565792
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 3:50 PM,2021-01-28 21:58:48.565792
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 4:00 PM,2021-01-28 21:58:48.565792
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
44,St. George Ferry Termi...,No Wait Time,Last Reported Time: 4:10 PM,2021-01-28 21:58:48.565792
45,St. James Recreational...,1-1.5 Hours*,Last Reported Time: 1:07 PM,2021-01-28 21:58:48.565792
46,Starret City,0-30 Minutes*,Last Reported Time: 2:01 PM,2021-01-28 21:58:48.565792
47,SY Dyckman Lcdla,30-60 Minutes*,Last Reported Time: 12:12 PM,2021-01-28 21:58:48.565792
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-01-28 21:58:48.565792
49,Sydenham,0-30 Minutes*,Last Reported Time: 12:12 PM,2021-01-28 21:58:48.565792
