,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 12:27 PM,2021-03-03 19:25:02.286182
1,4101 White Plains Road,0-30 Minutes*,Last Reported Time: 12:37 PM,2021-03-03 19:25:02.286182
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 11:57 AM,2021-03-03 19:25:02.286182
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 2:02 PM,2021-03-03 19:25:02.286182
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 2:01 PM,2021-03-03 19:25:02.286182
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 1:46 PM,2021-03-03 19:25:02.286182
7,Bensonhurst 14th Avenue,No Wait Time*,Last Reported Time: 12:31 PM,2021-03-03 19:25:02.286182
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 1:42 PM,2021-03-03 19:25:02.286182
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
10,Co-op City Retail Space,0-30 Minutes*,Last Reported Time: 12:38 PM,2021-03-03 19:25:02.286182
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 1:20 PM,2021-03-03 19:25:02.286182
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 1:20 PM,2021-03-03 19:25:02.286182
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
16,Cumberland Dtc,0-30 Minutes*,Last Reported Time: 12:41 PM,2021-03-03 19:25:02.286182
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 2:14 PM,2021-03-03 19:25:02.286182
20,Fort Hamilton,0-30 Minutes*,Last Reported Time: 1:25 PM,2021-03-03 19:25:02.286182
21,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 11:26 AM,2021-03-03 19:25:02.286182
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 19:25:02.286182
23,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 2:03 PM,2021-03-03 19:25:02.286182
24,Highbridge Pool,0-30 Minutes,Last Reported Time: 2:00 PM,2021-03-03 19:25:02.286182
