,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,30-60 Minutes,Last Reported Time: 9:19 AM,2021-01-22 14:58:16.476991
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
3,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 8:15 AM,2021-01-22 14:58:16.476991
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
5,Bellevue Hospital Cent...,1-1.5 Hours,Last Reported Time: 8:21 AM,2021-01-22 14:58:16.476991
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 9:33 AM,2021-01-22 14:58:16.476991
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
17,Elmhurst Hospital Cent...,1-1.5 Hours,Last Reported Time: 9:23 AM,2021-01-22 14:58:16.476991
18,EY East New York DTC,1.5-2 Hours,Last Reported Time: 9:02 AM,2021-01-22 14:58:16.476991
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 9:26 AM,2021-01-22 14:58:16.476991
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
23,Highbridge Pool,0-30 Minutes,Last Reported Time: 9:14 AM,2021-01-22 14:58:16.476991
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
25,JFK Airport,0-30 Minutes,Last Reported Time: 8:03 AM,2021-01-22 14:58:16.476991
26,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 9:04 AM,2021-01-22 14:58:16.476991
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
29,Lefferts,30-60 Minutes,Last Reported Time: 9:23 AM,2021-01-22 14:58:16.476991
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 9:13 AM,2021-01-22 14:58:16.476991
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
33,Midwood,No Wait Time,Last Reported Time: 8:09 AM,2021-01-22 14:58:16.476991
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
35,Mt. Loretto,0-30 Minutes,Last Reported Time: 9:29 AM,2021-01-22 14:58:16.476991
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
37,Northern Boulevard,0-30 Minutes,Last Reported Time: 9:26 AM,2021-01-22 14:58:16.476991
38,Old Broadway,30-60 Minutes,Last Reported Time: 9:34 AM,2021-01-22 14:58:16.476991
39,Queens Hospital Center,1-1.5 Hours,Last Reported Time: 9:09 AM,2021-01-22 14:58:16.476991
40,Rain Boston Road Senio...,No Wait Time,Last Reported Time: 9:46 AM,2021-01-22 14:58:16.476991
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 9:41 AM,2021-01-22 14:58:16.476991
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-22 14:58:16.476991
