,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 2:07 PM,2020-12-28 20:39:51.411551
1,4101 White Plains Road,0-30 Minutes,Last Reported Time: 2:41 PM,2020-12-28 20:39:51.411551
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 2:41 PM,2020-12-28 20:39:51.411551
3,Bathgate Contract Post...,0-30 Minutes,Last Reported Time: 2:00 PM,2020-12-28 20:39:51.411551
4,Bay Ridge 5th Avenue,0-30 Minutes*,Last Reported Time: 1:52 PM,2020-12-28 20:39:51.411551
5,Beach 39th,1-1.5 Hours,Last Reported Time: 3:26 PM,2020-12-28 20:39:51.411551
6,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
7,Belvis Diagnostic & Tr...,1-1.5 Hours*,Last Reported Time: 1:48 PM,2020-12-28 20:39:51.411551
8,Bensonhurst 14th Avenue,1-1.5 Hours*,Last Reported Time: 10:01 AM,2020-12-28 20:39:51.411551
9,Brooklyn Army Terminal,30-60 Minutes,Last Reported Time: 2:06 PM,2020-12-28 20:39:51.411551
10,Canarsie Municipal Lot,0-30 Minutes,Last Reported Time: 2:05 PM,2020-12-28 20:39:51.411551
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
12,Co-op City Retail Space,1-1.5 Hours,Last Reported Time: 2:29 PM,2020-12-28 20:39:51.411551
13,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
14,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 2:59 PM,2020-12-28 20:39:51.411551
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
17,Cumberland Dtc,30-60 Minutes,Last Reported Time: 2:50 PM,2020-12-28 20:39:51.411551
18,Edward Grant,0-30 Minutes*,Last Reported Time: 10:14 AM,2020-12-28 20:39:51.411551
19,Elmhurst Hospital Cent...,More Than 2 Hours,Last Reported Time: 2:17 PM,2020-12-28 20:39:51.411551
20,EY East New York DTC,0-30 Minutes,Last Reported Time: 2:19 PM,2020-12-28 20:39:51.411551
21,Fort Hamilton,1-1.5 Hours,Last Reported Time: 2:49 PM,2020-12-28 20:39:51.411551
22,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 9:37 AM,2020-12-28 20:39:51.411551
23,Greenbelt Recreational...,More Than 2 Hours,Last Reported Time: 2:11 PM,2020-12-28 20:39:51.411551
24,Harlem Hospital Center,30-60 Minutes,Last Reported Time: 2:47 PM,2020-12-28 20:39:51.411551
25,Highbridge Pool,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
26,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
27,JFK Airport,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
28,Kew Gardens,30-60 Minutes,Last Reported Time: 2:18 PM,2020-12-28 20:39:51.411551
29,Kings County Hospital ...,30-60 Minutes,Last Reported Time: 2:20 PM,2020-12-28 20:39:51.411551
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2020-12-28 20:39:51.411551
31,Lefferts,1-1.5 Hours,Last Reported Time: 2:13 PM,2020-12-28 20:39:51.411551
32,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 12:10 PM,2020-12-28 20:39:51.411551
33,Mariners Harbor Library,No Wait Time,Last Reported Time: 2:22 PM,2020-12-28 20:39:51.411551
34,Metropolitan Hospital ...,No Wait Time*,Last Reported Time: 9:51 AM,2020-12-28 20:39:51.411551
35,Midwood,1-1.5 Hours,Last Reported Time: 2:06 PM,2020-12-28 20:39:51.411551
36,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:56 AM,2020-12-28 20:39:51.411551
37,Mt. Loretto,30-60 Minutes,Last Reported Time: 2:52 PM,2020-12-28 20:39:51.411551
38,North Central Bronx Ho...,30-60 Minutes*,Last Reported Time: 1:03 PM,2020-12-28 20:39:51.411551
39,Northern Boulevard,30-60 Minutes*,Last Reported Time: 8:43 AM,2020-12-28 20:39:51.411551
40,Old Broadway,30-60 Minutes,Last Reported Time: 2:40 PM,2020-12-28 20:39:51.411551
