,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 10:05 AM,2021-03-16 15:33:55.759066
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
2,57 Cleveland Place,No Wait Time,Last Reported Time: 10:03 AM,2021-03-16 15:33:55.759066
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 10:28 AM,2021-03-16 15:33:55.759066
4,Beach 39th,0-30 Minutes*,Last Reported Time: 9:14 AM,2021-03-16 15:33:55.759066
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 10:05 AM,2021-03-16 15:33:55.759066
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 9:55 AM,2021-03-16 15:33:55.759066
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 10:33 AM,2021-03-16 15:33:55.759066
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 9:20 AM,2021-03-16 15:33:55.759066
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-03-16 15:33:55.759066
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-03-16 15:33:55.759066
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
19,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-16 15:33:55.759066
21,Gouverneur Healthcare,No Wait Time,Last Reported Time: 10:55 AM,2021-03-16 15:33:55.759066
22,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 10:02 AM,2021-03-16 15:33:55.759066
