,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 9:01 AM,2021-03-15 14:31:55.147076
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 9:05 AM,2021-03-15 14:31:55.147076
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
4,Beach 39th,0-30 Minutes*,Last Reported Time: 9:21 AM,2021-03-15 14:31:55.147076
5,Bellevue Hospital Cent...,No Wait Time,Last Reported Time: 10:05 AM,2021-03-15 14:31:55.147076
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 9:51 AM,2021-03-15 14:31:55.147076
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 10:00 AM,2021-03-15 14:31:55.147076
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 9:56 AM,2021-03-15 14:31:55.147076
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-03-15 14:31:55.147076
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 9:29 AM,2021-03-15 14:31:55.147076
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
16,Cumberland Dtc,0-30 Minutes,Last Reported Time: 10:10 AM,2021-03-15 14:31:55.147076
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
19,EY East New York DTC,0-30 Minutes*,Last Reported Time: 9:50 AM,2021-03-15 14:31:55.147076
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
21,Gouverneur Healthcare,No Wait Time*,Last Reported Time: 9:34 AM,2021-03-15 14:31:55.147076
22,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 10:02 AM,2021-03-15 14:31:55.147076
23,Harlem Hospital Center,No Wait Time,Last Reported Time: 10:04 AM,2021-03-15 14:31:55.147076
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
27,Kew Gardens,No Wait Time*,Last Reported Time: 9:44 AM,2021-03-15 14:31:55.147076
28,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 8:29 AM,2021-03-15 14:31:55.147076
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
30,Lefferts,0-30 Minutes*,Last Reported Time: 10:07 AM,2021-03-15 14:31:55.147076
31,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
32,Mariners Harbor Library,No Wait Time*,Last Reported Time: 9:18 AM,2021-03-15 14:31:55.147076
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
34,Midwood,0-30 Minutes,Last Reported Time: 10:16 AM,2021-03-15 14:31:55.147076
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
38,Old Broadway,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-15 14:31:55.147076
