,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 2:18 PM,2021-02-24 19:47:54.425752
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
2,57 Cleveland Place,No Wait Time,Last Reported Time: 2:10 PM,2021-02-24 19:47:54.425752
3,Bay Ridge 5th Avenue,0-30 Minutes*,Last Reported Time: 12:56 PM,2021-02-24 19:47:54.425752
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 2:00 PM,2021-02-24 19:47:54.425752
6,Belvis Diagnostic & Tr...,1-1.5 Hours*,Last Reported Time: 11:54 AM,2021-02-24 19:47:54.425752
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 2:01 PM,2021-02-24 19:47:54.425752
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 2:01 PM,2021-02-24 19:47:54.425752
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 1:57 PM,2021-02-24 19:47:54.425752
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 12:35 PM,2021-02-24 19:47:54.425752
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 12:36 PM,2021-02-24 19:47:54.425752
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
16,Cumberland Dtc,0-30 Minutes*,Last Reported Time: 1:02 PM,2021-02-24 19:47:54.425752
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
19,EY East New York DTC,1-1.5 Hours,Last Reported Time: 2:03 PM,2021-02-24 19:47:54.425752
20,Fort Hamilton,No Wait Time,Last Reported Time: 1:10 PM,2021-02-24 19:47:54.425752
21,Gouverneur Healthcare,0-30 Minutes,Last Reported Time: 2:26 PM,2021-02-24 19:47:54.425752
22,Greenbelt Recreational...,No Wait Time,Last Reported Time: 2:02 PM,2021-02-24 19:47:54.425752
23,Harlem Hospital Center,30-60 Minutes,Last Reported Time: 2:42 PM,2021-02-24 19:47:54.425752
24,Highbridge Pool,30-60 Minutes,Last Reported Time: 2:32 PM,2021-02-24 19:47:54.425752
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
26,JFK Airport,No Wait Time*,Last Reported Time: 1:47 PM,2021-02-24 19:47:54.425752
27,Kew Gardens,No Wait Time*,Last Reported Time: 1:28 PM,2021-02-24 19:47:54.425752
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 2:20 PM,2021-02-24 19:47:54.425752
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
30,Lefferts,30-60 Minutes,Last Reported Time: 2:14 PM,2021-02-24 19:47:54.425752
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 2:03 PM,2021-02-24 19:47:54.425752
32,Mariners Harbor Library,No Wait Time,Last Reported Time: 2:37 PM,2021-02-24 19:47:54.425752
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
34,Midwood,0-30 Minutes,Last Reported Time: 2:24 PM,2021-02-24 19:47:54.425752
35,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:50 AM,2021-02-24 19:47:54.425752
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
38,Old Broadway,No Wait Time*,Last Reported Time: 1:47 PM,2021-02-24 19:47:54.425752
39,Queens Hospital Center,30-60 Minutes*,Last Reported Time: 12:39 PM,2021-02-24 19:47:54.425752
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-02-24 19:47:54.425752
