,Location,Wait,Time Window,Scrape Timestamp
0,196 Albany,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
1,Bensonhurst 14th Avenue,30-60 Minutes,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
2,CU Woodside Houses CHC,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
3,Harlem Hospital Center,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
4,Lincoln Medical Center,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
5,4101 White Plains Road,No Wait Time,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
6,Brooklyn Army Terminal,0-30 Minutes,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
7,Cumberland Dtc,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
8,Highbridge Pool,1-1.5 Hours,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
9,Mariners Harbor Library,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
10,57 Cleveland Place,No Wait Time,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
11,Canarsie Municipal Lot,0-30 Minutes,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
12,Edward Grant,1.5-2 Hours,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
13,Jacobi Medical Center,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
14,Metropolitan Hospital ...,1-1.5 Hours,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
15,Bathgate Contract Post...,No Wait Time,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
16,CI Ida G Israel Chc,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
17,Elmhurst Hospital Center,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
18,JFK Airport,No Wait Time,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
19,Midwood,1.5-2 Hours,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
20,Bay Ridge 5th Avenue,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
21,Co-op City Retail Space,No Wait Time,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
22,EY East New York DTC,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
23,Kew Gardens,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
24,Morrisania Diagnostic ...,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
25,Beach 39th,30-60 Minutes,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
26,Coney Island Hospital ...,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
27,Fort Hamilton,1.5-2 Hours,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
28,Kings County Hospital ...,0-30 Minutes,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
29,Mt. Loretto,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
30,Bellevue Hospital Center,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
31,CU Jonathan Williams C...,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
32,Gouverneur Healthcare,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
33,LaGuardia Airport,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
34,North Central Bronx Ho...,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
35,Belvis Diagnostic & Tr...,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
36,CU Vanderbilt,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
37,Greenbelt Recreational...,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
38,Leﬀerts,30-60 Minutes,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
39,Northern Boulevard,Not Reported Yet,"12-2-2020,  12:00 PM - 1:59 PM",2020-12-02 17:28:16.577110
