,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 12:55 PM,2021-01-29 18:01:01.499111
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
2,57 Cleveland Place,No Wait Time,Last Reported Time: 11:56 AM,2021-01-29 18:01:01.499111
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 12:01 PM,2021-01-29 18:01:01.499111
4,Beach 39th,No Wait Time*,Last Reported Time: 11:50 AM,2021-01-29 18:01:01.499111
5,Bellevue Hospital Cent...,1-1.5 Hours,Last Reported Time: 12:00 PM,2021-01-29 18:01:01.499111
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 11:54 AM,2021-01-29 18:01:01.499111
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 12:05 PM,2021-01-29 18:01:01.499111
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 11:39 AM,2021-01-29 18:01:01.499111
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
17,Elmhurst Hospital Cent...,0-30 Minutes,Last Reported Time: 12:39 PM,2021-01-29 18:01:01.499111
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 12:26 PM,2021-01-29 18:01:01.499111
20,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 11:34 AM,2021-01-29 18:01:01.499111
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 10:25 AM,2021-01-29 18:01:01.499111
23,Highbridge Pool,0-30 Minutes,Last Reported Time: 12:19 PM,2021-01-29 18:01:01.499111
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
25,JFK Airport,0-30 Minutes,Last Reported Time: 12:25 PM,2021-01-29 18:01:01.499111
26,Kew Gardens,0-30 Minutes*,Last Reported Time: 11:37 AM,2021-01-29 18:01:01.499111
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 12:58 PM,2021-01-29 18:01:01.499111
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
30,Lincoln Medical Center,30-60 Minutes,Last Reported Time: 12:32 PM,2021-01-29 18:01:01.499111
31,Mariners Harbor Library,No Wait Time*,Last Reported Time: 10:00 AM,2021-01-29 18:01:01.499111
32,Metropolitan Hospital ...,No Wait Time*,Last Reported Time: 11:56 AM,2021-01-29 18:01:01.499111
33,Midwood,0-30 Minutes,Last Reported Time: 12:27 PM,2021-01-29 18:01:01.499111
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
35,Mt. Loretto,0-30 Minutes,Last Reported Time: 12:18 PM,2021-01-29 18:01:01.499111
36,North Central Bronx Ho...,30-60 Minutes*,Last Reported Time: 11:02 AM,2021-01-29 18:01:01.499111
37,Northern Boulevard,No Wait Time*,Last Reported Time: 8:56 AM,2021-01-29 18:01:01.499111
38,Old Broadway,0-30 Minutes,Last Reported Time: 12:18 PM,2021-01-29 18:01:01.499111
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 11:54 AM,2021-01-29 18:01:01.499111
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 11:57 AM,2021-01-29 18:01:01.499111
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-29 18:01:01.499111
