,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 8:56 AM,2021-02-15 14:29:45.561109
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
2,57 Cleveland Place,No Wait Time,Last Reported Time: 8:59 AM,2021-02-15 14:29:45.561109
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
4,Beach 39th,0-30 Minutes,Last Reported Time: 9:24 AM,2021-02-15 14:29:45.561109
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
7,Bensonhurst 14th Avenue,30-60 Minutes,Last Reported Time: 9:13 AM,2021-02-15 14:29:45.561109
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 8:20 AM,2021-02-15 14:29:45.561109
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
10,Co-op City Retail Space,0-30 Minutes,Last Reported Time: 8:39 AM,2021-02-15 14:29:45.561109
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
19,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
21,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 9:02 AM,2021-02-15 14:29:45.561109
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-15 14:29:45.561109
