,Location,Wait,Time Window,Scrape Timestamp
0,196 Albany,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
1,Bensonhurst 14th Avenue,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
2,CU Woodside Houses CHC,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
3,Harlem Hospital Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
4,Lincoln Medical Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
5,Old Broadway,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
6,Starret City,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
7,4101 White Plains Road,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
8,Brooklyn Army Terminal,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
9,Cumberland Dtc,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
10,Highbridge Pool,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
11,Mariners Harbor Library,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
12,Queens Hospital Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
13,SY Dyckman Lcdla,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
14,57 Cleveland Place,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
15,Canarsie Municipal Lot,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
16,Edward Grant,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
17,Jacobi Medical Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
18,Metropolitan Hospital ...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
19,Rain Boston Road Senio...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
20,SY St. Nicholas Chc,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
21,Bathgate Contract Post...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
22,CI Ida G Israel Chc,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
23,Elmhurst Hospital Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
24,JFK Airport,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
25,Midwood,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
26,Red Hook Recreational ...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
27,Sydenham,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
28,Bay Ridge 5th Avenue,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
29,Co-op City Retail Space,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
30,EY East New York DTC,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
31,Kew Gardens,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
32,Morrisania Diagnostic ...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
33,Sorrentino Recreationa...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
34,Sydenham Health Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
35,Beach 39th,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
36,Coney Island Hospital ...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
37,Fort Hamilton,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
38,Kings County Hospital ...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
39,Mt. Loretto,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
40,St. Albans,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
41,Tremont Community Heal...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
42,Bellevue Hospital Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
43,CU Jonathan Williams C...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
44,Gouverneur Healthcare,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
45,LaGuardia Airport,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
46,North Central Bronx Ho...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
47,St. George Ferry Termi...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
48,Windsor Park Library,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
49,Belvis Diagnostic & Tr...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
50,CU Vanderbilt,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
51,Greenbelt Recreational...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
52,Leﬀerts,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
53,Northern Boulevard,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
54,St. James Recreational...,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
55,Woodhull Medical Center,Not Reported Yet,"12-4-2020,  8:00 AM - 9:59 AM",2020-12-04 13:10:05.372502
