,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 1:41 PM,2021-03-01 18:45:38.101624
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 12:29 PM,2021-03-01 18:45:38.101624
3,Bay Ridge 5th Avenue,No Wait Time*,Last Reported Time: 10:36 AM,2021-03-01 18:45:38.101624
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
5,Bellevue Hospital Cent...,30-60 Minutes,Last Reported Time: 12:08 PM,2021-03-01 18:45:38.101624
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 11:46 AM,2021-03-01 18:45:38.101624
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 10:19 AM,2021-03-01 18:45:38.101624
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
10,Co-op City Retail Space,No Wait Time,Last Reported Time: 12:02 PM,2021-03-01 18:45:38.101624
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
12,CU Homecrest,0-30 Minutes,Last Reported Time: 1:00 PM,2021-03-01 18:45:38.101624
13,CU Jonathan Williams C...,0-30 Minutes,Last Reported Time: 1:00 PM,2021-03-01 18:45:38.101624
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
19,EY East New York DTC,1-1.5 Hours,Last Reported Time: 12:00 PM,2021-03-01 18:45:38.101624
20,Fort Hamilton,No Wait Time,Last Reported Time: 12:30 PM,2021-03-01 18:45:38.101624
21,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 9:05 AM,2021-03-01 18:45:38.101624
22,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 12:09 PM,2021-03-01 18:45:38.101624
23,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 12:28 PM,2021-03-01 18:45:38.101624
24,Highbridge Pool,30-60 Minutes,Last Reported Time: 12:27 PM,2021-03-01 18:45:38.101624
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
27,Kew Gardens,No Wait Time,Last Reported Time: 1:29 PM,2021-03-01 18:45:38.101624
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 1:42 PM,2021-03-01 18:45:38.101624
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
30,Lefferts,0-30 Minutes,Last Reported Time: 12:03 PM,2021-03-01 18:45:38.101624
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 12:55 PM,2021-03-01 18:45:38.101624
32,Mariners Harbor Library,No Wait Time,Last Reported Time: 12:15 PM,2021-03-01 18:45:38.101624
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
34,Midwood,No Wait Time,Last Reported Time: 12:10 PM,2021-03-01 18:45:38.101624
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
38,Old Broadway,No Wait Time,Last Reported Time: 12:26 PM,2021-03-01 18:45:38.101624
39,Queens Hospital Center,30-60 Minutes*,Last Reported Time: 11:37 AM,2021-03-01 18:45:38.101624
40,Rain Boston Road Senio...,0-30 Minutes*,Last Reported Time: 9:56 AM,2021-03-01 18:45:38.101624
41,Red Hook Recreational ...,No Wait Time,Last Reported Time: 12:23 PM,2021-03-01 18:45:38.101624
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
44,St. George Ferry Termi...,No Wait Time,Last Reported Time: 1:23 PM,2021-03-01 18:45:38.101624
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
46,Starret City,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
47,SY Dyckman Lcdla,0-30 Minutes,Last Reported Time: 12:08 PM,2021-03-01 18:45:38.101624
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
49,Sydenham,0-30 Minutes,Last Reported Time: 12:26 PM,2021-03-01 18:45:38.101624
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
52,Windsor Park Library,30-60 Minutes,Last Reported Time: 1:04 PM,2021-03-01 18:45:38.101624
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-01 18:45:38.101624
54,Last Reported Time:,,,2021-03-01 18:45:38.101624
55,Last Reported Time:,,,2021-03-01 18:45:38.101624
56,,,,2021-03-01 18:45:38.101624
57,,,,2021-03-01 18:45:38.101624
58,,,,2021-03-01 18:45:38.101624
59,if you require urgent virtual care.,,,2021-03-01 18:45:38.101624
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-01 18:45:38.101624
61,,,,2021-03-01 18:45:38.101624
62,,,,2021-03-01 18:45:38.101624
63,,,,2021-03-01 18:45:38.101624
