,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 8:55 AM,2021-01-28 15:14:50.125223
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
3,Bay Ridge 5th Avenue,No Wait Time*,Last Reported Time: 8:01 AM,2021-01-28 15:14:50.125223
4,Beach 39th,30-60 Minutes*,Last Reported Time: 8:45 AM,2021-01-28 15:14:50.125223
5,Bellevue Hospital Cent...,30-60 Minutes*,Last Reported Time: 9:19 AM,2021-01-28 15:14:50.125223
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
7,Bensonhurst 14th Avenue,0-30 Minutes,Last Reported Time: 10:00 AM,2021-01-28 15:14:50.125223
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
17,Elmhurst Hospital Cent...,30-60 Minutes*,Last Reported Time: 8:20 AM,2021-01-28 15:14:50.125223
18,EY East New York DTC,No Wait Time*,Last Reported Time: 8:00 AM,2021-01-28 15:14:50.125223
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 10:04 AM,2021-01-28 15:14:50.125223
20,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 9:30 AM,2021-01-28 15:14:50.125223
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
22,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 8:26 AM,2021-01-28 15:14:50.125223
23,Highbridge Pool,30-60 Minutes*,Last Reported Time: 9:21 AM,2021-01-28 15:14:50.125223
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
25,JFK Airport,0-30 Minutes*,Last Reported Time: 9:23 AM,2021-01-28 15:14:50.125223
26,Kew Gardens,30-60 Minutes*,Last Reported Time: 9:17 AM,2021-01-28 15:14:50.125223
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 10:04 AM,2021-01-28 15:14:50.125223
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
30,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 8:15 AM,2021-01-28 15:14:50.125223
31,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
33,Midwood,No Wait Time,Last Reported Time: 10:09 AM,2021-01-28 15:14:50.125223
34,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 9:50 AM,2021-01-28 15:14:50.125223
35,Mt. Loretto,30-60 Minutes*,Last Reported Time: 9:12 AM,2021-01-28 15:14:50.125223
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
37,Northern Boulevard,No Wait Time*,Last Reported Time: 8:34 AM,2021-01-28 15:14:50.125223
38,Old Broadway,0-30 Minutes,Last Reported Time: 10:04 AM,2021-01-28 15:14:50.125223
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-01-28 15:14:50.125223
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 9:41 AM,2021-01-28 15:14:50.125223
41,Red Hook Recreational ...,0-30 Minutes,Last Reported Time: 10:02 AM,2021-01-28 15:14:50.125223
