,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 12:24 PM,2021-02-28 19:12:20.626961
3,Bay Ridge 5th Avenue,No Wait Time*,Last Reported Time: 11:34 AM,2021-02-28 19:12:20.626961
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 11:40 AM,2021-02-28 19:12:20.626961
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 2:00 PM,2021-02-28 19:12:20.626961
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 1:53 PM,2021-02-28 19:12:20.626961
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 12:25 PM,2021-02-28 19:12:20.626961
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
19,EY East New York DTC,0-30 Minutes*,Last Reported Time: 1:29 PM,2021-02-28 19:12:20.626961
20,Fort Hamilton,0-30 Minutes,Last Reported Time: 2:02 PM,2021-02-28 19:12:20.626961
21,Gouverneur Healthcare,No Wait Time*,Last Reported Time: 12:04 PM,2021-02-28 19:12:20.626961
22,Greenbelt Recreational...,No Wait Time*,Last Reported Time: 12:03 PM,2021-02-28 19:12:20.626961
23,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 10:06 AM,2021-02-28 19:12:20.626961
24,Highbridge Pool,No Wait Time*,Last Reported Time: 1:21 PM,2021-02-28 19:12:20.626961
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
27,Kew Gardens,No Wait Time*,Last Reported Time: 12:23 PM,2021-02-28 19:12:20.626961
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 2:06 PM,2021-02-28 19:12:20.626961
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-28 19:12:20.626961
30,Lefferts,0-30 Minutes*,Last Reported Time: 12:35 PM,2021-02-28 19:12:20.626961
