,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 5:07 PM,2021-02-03 22:53:20.643755
1,4101 White Plains Road,30-60 Minutes*,Last Reported Time: 10:24 AM,2021-02-03 22:53:20.643755
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 1:49 PM,2021-02-03 22:53:20.643755
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 4:00 PM,2021-02-03 22:53:20.643755
4,Beach 39th,No Wait Time,Last Reported Time: 5:15 PM,2021-02-03 22:53:20.643755
5,Bellevue Hospital Cent...,30-60 Minutes*,Last Reported Time: 2:00 PM,2021-02-03 22:53:20.643755
6,Belvis Diagnostic & Tr...,1.5-2 Hours*,Last Reported Time: 11:33 AM,2021-02-03 22:53:20.643755
7,Bensonhurst 14th Avenue,0-30 Minutes*,Last Reported Time: 3:25 PM,2021-02-03 22:53:20.643755
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
10,Co-op City Retail Space,30-60 Minutes*,Last Reported Time: 3:36 PM,2021-02-03 22:53:20.643755
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
12,CU Jonathan Williams C...,30-60 Minutes*,Last Reported Time: 3:42 PM,2021-02-03 22:53:20.643755
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
18,EY East New York DTC,No Wait Time*,Last Reported Time: 3:30 PM,2021-02-03 22:53:20.643755
19,Fort Hamilton,30-60 Minutes,Last Reported Time: 4:46 PM,2021-02-03 22:53:20.643755
20,Gouverneur Healthcare,1-1.5 Hours*,Last Reported Time: 1:06 PM,2021-02-03 22:53:20.643755
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 3:39 PM,2021-02-03 22:53:20.643755
23,Highbridge Pool,1.5-2 Hours,Last Reported Time: 4:11 PM,2021-02-03 22:53:20.643755
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:03 PM,2021-02-03 22:53:20.643755
26,Kew Gardens,1-1.5 Hours*,Last Reported Time: 9:39 AM,2021-02-03 22:53:20.643755
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 5:47 PM,2021-02-03 22:53:20.643755
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-03 22:53:20.643755
29,Lefferts,30-60 Minutes,Last Reported Time: 4:58 PM,2021-02-03 22:53:20.643755
30,Lincoln Medical Center,1-1.5 Hours,Last Reported Time: 4:38 PM,2021-02-03 22:53:20.643755
