,Location,Wait,Time Window,Scrape Timestamp
0,196 Albany,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
1,Bensonhurst 14th Avenue,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
2,CU Woodside Houses CHC,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
3,Harlem Hospital Center,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
4,Lincoln Medical Center,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
5,4101 White Plains Road,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
6,Brooklyn Army Terminal,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
7,Cumberland Dtc,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
8,Highbridge Pool,1-1.5 Hours,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
9,Mariners Harbor Library,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
10,57 Cleveland Place,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
11,Canarsie Municipal Lot,0-30 Minutes,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
12,Edward Grant,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
13,Jacobi Medical Center,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
14,Metropolitan Hospital ...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
15,Bathgate Contract Post...,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
16,CI Ida G Israel Chc,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
17,Elmhurst Hospital Center,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
18,JFK Airport,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
19,Midwood,30-60 Minutes,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
20,Bay Ridge 5th Avenue,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
21,Co-op City Retail Space,No Wait Time,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
22,EY East New York DTC,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
23,Kew Gardens,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
24,Morrisania Diagnostic ...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
25,Beach 39th,30-60 Minutes,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
26,Coney Island Hospital ...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
27,Fort Hamilton,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
28,Kings County Hospital ...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
29,Mt. Loretto,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
30,Bellevue Hospital Center,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
31,CU Jonathan Williams C...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
32,Gouverneur Healthcare,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
33,LaGuardia Airport,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
34,North Central Bronx Ho...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
35,Belvis Diagnostic & Tr...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
36,CU Vanderbilt,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
37,Greenbelt Recreational...,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
38,Leﬀerts,Not Reported Yet,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
39,Northern Boulevard,0-30 Minutes,"12-1-2020,  6:00 PM - 7:59 PM",2020-12-02 01:44:52.532037
