,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:28 PM,2021-01-05 23:59:46.056867
1,4101 White Plains Road,No Wait Time*,Last Reported Time: 1:46 PM,2021-01-05 23:59:46.056867
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 4:21 PM,2021-01-05 23:59:46.056867
3,Bathgate Contract Post...,No Wait Time*,Last Reported Time: 12:02 PM,2021-01-05 23:59:46.056867
4,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 4:50 PM,2021-01-05 23:59:46.056867
5,Beach 39th,No Wait Time,Last Reported Time: 5:57 PM,2021-01-05 23:59:46.056867
6,Bellevue Hospital Cent...,30-60 Minutes*,Last Reported Time: 2:02 PM,2021-01-05 23:59:46.056867
7,Belvis Diagnostic & Tr...,More Than 2 Hours*,Last Reported Time: 11:54 AM,2021-01-05 23:59:46.056867
8,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
9,Brooklyn Army Terminal,30-60 Minutes,Last Reported Time: 4:41 PM,2021-01-05 23:59:46.056867
10,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
12,Co-op City Retail Space,30-60 Minutes,Last Reported Time: 5:55 PM,2021-01-05 23:59:46.056867
13,Coney Island Hospital ...,0-30 Minutes*,Last Reported Time: 12:40 PM,2021-01-05 23:59:46.056867
14,CU Jonathan Williams C...,30-60 Minutes*,Last Reported Time: 3:46 PM,2021-01-05 23:59:46.056867
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
17,Cumberland Dtc,0-30 Minutes*,Last Reported Time: 2:17 PM,2021-01-05 23:59:46.056867
18,Edward Grant,1-1.5 Hours*,Last Reported Time: 10:29 AM,2021-01-05 23:59:46.056867
19,Elmhurst Hospital Cent...,1.5-2 Hours*,Last Reported Time: 1:37 PM,2021-01-05 23:59:46.056867
20,EY East New York DTC,0-30 Minutes,Last Reported Time: 4:25 PM,2021-01-05 23:59:46.056867
21,Fort Hamilton,1-1.5 Hours,Last Reported Time: 4:24 PM,2021-01-05 23:59:46.056867
22,Gouverneur Healthcare,More Than 2 Hours*,Last Reported Time: 11:24 AM,2021-01-05 23:59:46.056867
23,Greenbelt Recreational...,1.5-2 Hours,Last Reported Time: 4:19 PM,2021-01-05 23:59:46.056867
24,Harlem Hospital Center,1-1.5 Hours*,Last Reported Time: 2:25 PM,2021-01-05 23:59:46.056867
25,Highbridge Pool,1.5-2 Hours,Last Reported Time: 4:13 PM,2021-01-05 23:59:46.056867
26,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
27,JFK Airport,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
28,Kew Gardens,0-30 Minutes,Last Reported Time: 4:23 PM,2021-01-05 23:59:46.056867
29,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:28 PM,2021-01-05 23:59:46.056867
30,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
31,Lefferts,More Than 2 Hours,Last Reported Time: 3:56 PM,2021-01-05 23:59:46.056867
32,Lincoln Medical Center,30-60 Minutes*,Last Reported Time: 2:00 PM,2021-01-05 23:59:46.056867
33,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 4:17 PM,2021-01-05 23:59:46.056867
34,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
35,Midwood,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
36,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 1:53 PM,2021-01-05 23:59:46.056867
37,Mt. Loretto,30-60 Minutes*,Last Reported Time: 1:58 PM,2021-01-05 23:59:46.056867
38,North Central Bronx Ho...,30-60 Minutes*,Last Reported Time: 11:08 AM,2021-01-05 23:59:46.056867
39,Northern Boulevard,More Than 2 Hours,Last Reported Time: 3:58 PM,2021-01-05 23:59:46.056867
40,Old Broadway,0-30 Minutes*,Last Reported Time: 3:09 PM,2021-01-05 23:59:46.056867
41,Queens Hospital Center,1.5-2 Hours,Last Reported Time: 5:33 PM,2021-01-05 23:59:46.056867
42,Rain Boston Road Senio...,0-30 Minutes,Last Reported Time: 5:40 PM,2021-01-05 23:59:46.056867
43,Red Hook Recreational ...,30-60 Minutes,Last Reported Time: 4:09 PM,2021-01-05 23:59:46.056867
44,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
45,St. Albans,Not Reported Yet,Last Reported Time:,2021-01-05 23:59:46.056867
46,St. George Ferry Termi...,1.5-2 Hours,Last Reported Time: 4:02 PM,2021-01-05 23:59:46.056867
47,St. James Recreational...,1.5-2 Hours,Last Reported Time: 5:54 PM,2021-01-05 23:59:46.056867
48,Starret City,More Than 2 Hours,Last Reported Time: 5:04 PM,2021-01-05 23:59:46.056867
