,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,30-60 Minutes,Last Reported Time: 9:20 AM,2021-01-11 14:39:40.832829
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 9:08 AM,2021-01-11 14:39:40.832829
3,Bathgate Contract Post...,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
4,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
5,Beach 39th,1-1.5 Hours,Last Reported Time: 9:03 AM,2021-01-11 14:39:40.832829
6,Bellevue Hospital Cent...,1-1.5 Hours,Last Reported Time: 8:14 AM,2021-01-11 14:39:40.832829
7,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
8,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
9,Brooklyn Army Terminal,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
10,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
11,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
12,Co-op City Retail Space,1-1.5 Hours,Last Reported Time: 9:22 AM,2021-01-11 14:39:40.832829
13,Coney Island Hospital ...,0-30 Minutes,Last Reported Time: 9:13 AM,2021-01-11 14:39:40.832829
14,CU Jonathan Williams C...,30-60 Minutes,Last Reported Time: 9:30 AM,2021-01-11 14:39:40.832829
15,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
16,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
17,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
18,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
19,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
20,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:26 AM,2021-01-11 14:39:40.832829
21,Fort Hamilton,1-1.5 Hours*,Last Reported Time: 9:08 AM,2021-01-11 14:39:40.832829
22,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-01-11 14:39:40.832829
23,Greenbelt Recreational...,1.5-2 Hours,Last Reported Time: 9:08 AM,2021-01-11 14:39:40.832829
