,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 2:29 PM,2021-03-03 19:35:28.689751
1,4101 White Plains Road,0-30 Minutes*,Last Reported Time: 12:37 PM,2021-03-03 19:35:28.689751
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 11:57 AM,2021-03-03 19:35:28.689751
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 2:02 PM,2021-03-03 19:35:28.689751
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
5,Bellevue Hospital Cent...,0-30 Minutes,Last Reported Time: 2:01 PM,2021-03-03 19:35:28.689751
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 1:46 PM,2021-03-03 19:35:28.689751
7,Bensonhurst 14th Avenue,No Wait Time*,Last Reported Time: 12:31 PM,2021-03-03 19:35:28.689751
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 1:42 PM,2021-03-03 19:35:28.689751
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
10,Co-op City Retail Space,0-30 Minutes*,Last Reported Time: 12:38 PM,2021-03-03 19:35:28.689751
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 1:20 PM,2021-03-03 19:35:28.689751
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 1:20 PM,2021-03-03 19:35:28.689751
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
16,Cumberland Dtc,0-30 Minutes*,Last Reported Time: 12:41 PM,2021-03-03 19:35:28.689751
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 2:14 PM,2021-03-03 19:35:28.689751
20,Fort Hamilton,0-30 Minutes*,Last Reported Time: 1:25 PM,2021-03-03 19:35:28.689751
21,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 11:26 AM,2021-03-03 19:35:28.689751
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
23,Harlem Hospital Center,0-30 Minutes,Last Reported Time: 2:03 PM,2021-03-03 19:35:28.689751
24,Highbridge Pool,0-30 Minutes,Last Reported Time: 2:00 PM,2021-03-03 19:35:28.689751
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
26,JFK Airport,0-30 Minutes,Last Reported Time: 2:33 PM,2021-03-03 19:35:28.689751
27,Kew Gardens,No Wait Time*,Last Reported Time: 12:06 PM,2021-03-03 19:35:28.689751
28,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 12:12 PM,2021-03-03 19:35:28.689751
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
30,Lefferts,0-30 Minutes*,Last Reported Time: 1:22 PM,2021-03-03 19:35:28.689751
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 2:19 PM,2021-03-03 19:35:28.689751
32,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 9:46 AM,2021-03-03 19:35:28.689751
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
34,Midwood,30-60 Minutes*,Last Reported Time: 12:05 PM,2021-03-03 19:35:28.689751
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
37,Northern Boulevard,No Wait Time,Last Reported Time: 2:10 PM,2021-03-03 19:35:28.689751
38,Old Broadway,0-30 Minutes*,Last Reported Time: 12:06 PM,2021-03-03 19:35:28.689751
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 9:41 AM,2021-03-03 19:35:28.689751
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 12:16 PM,2021-03-03 19:35:28.689751
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
44,St. George Ferry Termi...,0-30 Minutes*,Last Reported Time: 11:19 AM,2021-03-03 19:35:28.689751
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
46,Starret City,No Wait Time,Last Reported Time: 2:21 PM,2021-03-03 19:35:28.689751
47,SY Dyckman Lcdla,0-30 Minutes,Last Reported Time: 2:00 PM,2021-03-03 19:35:28.689751
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
49,Sydenham,0-30 Minutes,Last Reported Time: 2:05 PM,2021-03-03 19:35:28.689751
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
52,Windsor Park Library,1-1.5 Hours,Last Reported Time: 2:15 PM,2021-03-03 19:35:28.689751
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-03 19:35:28.689751
54,Last Reported Time:,,,2021-03-03 19:35:28.689751
55,Last Reported Time:,,,2021-03-03 19:35:28.689751
56,,,,2021-03-03 19:35:28.689751
57,,,,2021-03-03 19:35:28.689751
58,,,,2021-03-03 19:35:28.689751
59,if you require urgent virtual care.,,,2021-03-03 19:35:28.689751
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-03 19:35:28.689751
61,,,,2021-03-03 19:35:28.689751
62,,,,2021-03-03 19:35:28.689751
63,,,,2021-03-03 19:35:28.689751
