,Location,Wait,Time Window,Scrape Timestamp
0,196 Albany,No Wait Time,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
1,Bensonhurst 14th Avenue,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
2,CU Woodside Houses CHC,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
3,Harlem Hospital Center,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
4,Lincoln Medical Center,No Wait Time,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
5,4101 White Plains Road,No Wait Time,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
6,Brooklyn Army Terminal,0-30 Minutes,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
7,Cumberland Dtc,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
8,Highbridge Pool,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
9,Mariners Harbor Library,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
10,57 Cleveland Place,No Wait Time,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
11,Canarsie Municipal Lot,0-30 Minutes,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
12,Edward Grant,1.5-2 Hours,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
13,Jacobi Medical Center,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
14,Metropolitan Hospital ...,1-1.5 Hours,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
15,Bathgate Contract Post...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
16,CI Ida G Israel Chc,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
17,Elmhurst Hospital Center,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
18,JFK Airport,No Wait Time,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
19,Midwood,30-60 Minutes,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
20,Bay Ridge 5th Avenue,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
21,Co-op City Retail Space,No Wait Time,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
22,EY East New York DTC,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
23,Kew Gardens,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
24,Morrisania Diagnostic ...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
25,Beach 39th,1-1.5 Hours,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
26,Coney Island Hospital ...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
27,Fort Hamilton,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
28,Kings County Hospital ...,0-30 Minutes,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
29,Mt. Loretto,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
30,Bellevue Hospital Center,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
31,CU Jonathan Williams C...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
32,Gouverneur Healthcare,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
33,LaGuardia Airport,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
34,North Central Bronx Ho...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
35,Belvis Diagnostic & Tr...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
36,CU Vanderbilt,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
37,Greenbelt Recreational...,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
38,Leﬀerts,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
39,Northern Boulevard,Not Reported Yet,"12-2-2020,  10:00 AM - 11:59 AM",2020-12-02 15:38:11.875913
