,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:49 PM,2021-02-17 22:49:11.588694
1,4101 White Plains Road,No Wait Time*,Last Reported Time: 3:12 PM,2021-02-17 22:49:11.588694
2,57 Cleveland Place,No Wait Time,Last Reported Time: 4:52 PM,2021-02-17 22:49:11.588694
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 4:14 PM,2021-02-17 22:49:11.588694
4,Beach 39th,No Wait Time,Last Reported Time: 4:12 PM,2021-02-17 22:49:11.588694
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:21 PM,2021-02-17 22:49:11.588694
6,Belvis Diagnostic & Tr...,No Wait Time*,Last Reported Time: 1:45 PM,2021-02-17 22:49:11.588694
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 4:25 PM,2021-02-17 22:49:11.588694
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
10,Co-op City Retail Space,0-30 Minutes,Last Reported Time: 4:14 PM,2021-02-17 22:49:11.588694
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 3:51 PM,2021-02-17 22:49:11.588694
13,CU Vanderbilt,No Wait Time,Last Reported Time: 4:10 PM,2021-02-17 22:49:11.588694
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
15,Cumberland Dtc,No Wait Time*,Last Reported Time: 2:40 PM,2021-02-17 22:49:11.588694
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
18,EY East New York DTC,0-30 Minutes*,Last Reported Time: 2:10 PM,2021-02-17 22:49:11.588694
19,Fort Hamilton,0-30 Minutes,Last Reported Time: 4:02 PM,2021-02-17 22:49:11.588694
20,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 1:00 PM,2021-02-17 22:49:11.588694
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
22,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 2:51 PM,2021-02-17 22:49:11.588694
23,Highbridge Pool,No Wait Time,Last Reported Time: 4:00 PM,2021-02-17 22:49:11.588694
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
25,JFK Airport,0-30 Minutes,Last Reported Time: 5:15 PM,2021-02-17 22:49:11.588694
26,Kew Gardens,No Wait Time,Last Reported Time: 5:36 PM,2021-02-17 22:49:11.588694
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:56 PM,2021-02-17 22:49:11.588694
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
29,Lefferts,0-30 Minutes*,Last Reported Time: 2:01 PM,2021-02-17 22:49:11.588694
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
31,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 5:32 PM,2021-02-17 22:49:11.588694
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
33,Midwood,No Wait Time,Last Reported Time: 5:31 PM,2021-02-17 22:49:11.588694
34,Morrisania Diagnostic ...,30-60 Minutes*,Last Reported Time: 1:50 PM,2021-02-17 22:49:11.588694
35,Mt. Loretto,0-30 Minutes,Last Reported Time: 5:19 PM,2021-02-17 22:49:11.588694
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
37,Northern Boulevard,No Wait Time,Last Reported Time: 5:18 PM,2021-02-17 22:49:11.588694
38,Old Broadway,0-30 Minutes,Last Reported Time: 4:07 PM,2021-02-17 22:49:11.588694
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
40,Rain Boston Road Senio...,No Wait Time,Last Reported Time: 5:44 PM,2021-02-17 22:49:11.588694
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 2:00 PM,2021-02-17 22:49:11.588694
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-02-17 22:49:11.588694
44,St. George Ferry Termi...,0-30 Minutes,Last Reported Time: 4:37 PM,2021-02-17 22:49:11.588694
45,St. James Recreational...,1-1.5 Hours*,Last Reported Time: 10:23 AM,2021-02-17 22:49:11.588694
46,Starret City,0-30 Minutes,Last Reported Time: 5:29 PM,2021-02-17 22:49:11.588694
47,SY Dyckman Lcdla,0-30 Minutes*,Last Reported Time: 1:30 PM,2021-02-17 22:49:11.588694
