,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:56 PM,2021-01-22 22:15:19.312114
1,4101 White Plains Road,0-30 Minutes*,Last Reported Time: 3:26 PM,2021-01-22 22:15:19.312114
2,57 Cleveland Place,0-30 Minutes,Last Reported Time: 3:59 PM,2021-01-22 22:15:19.312114
3,Bay Ridge 5th Avenue,30-60 Minutes,Last Reported Time: 4:02 PM,2021-01-22 22:15:19.312114
4,Beach 39th,0-30 Minutes*,Last Reported Time: 2:53 PM,2021-01-22 22:15:19.312114
5,Bellevue Hospital Cent...,30-60 Minutes*,Last Reported Time: 2:25 PM,2021-01-22 22:15:19.312114
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 1:46 PM,2021-01-22 22:15:19.312114
7,Bensonhurst 14th Avenue,0-30 Minutes*,Last Reported Time: 3:02 PM,2021-01-22 22:15:19.312114
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
10,Co-op City Retail Space,30-60 Minutes,Last Reported Time: 4:38 PM,2021-01-22 22:15:19.312114
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
12,CU Jonathan Williams C...,30-60 Minutes*,Last Reported Time: 1:54 PM,2021-01-22 22:15:19.312114
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
17,Elmhurst Hospital Cent...,1-1.5 Hours*,Last Reported Time: 9:23 AM,2021-01-22 22:15:19.312114
18,EY East New York DTC,1-1.5 Hours*,Last Reported Time: 2:31 PM,2021-01-22 22:15:19.312114
19,Fort Hamilton,No Wait Time,Last Reported Time: 4:11 PM,2021-01-22 22:15:19.312114
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
21,Greenbelt Recreational...,No Wait Time,Last Reported Time: 4:37 PM,2021-01-22 22:15:19.312114
22,Harlem Hospital Center,1-1.5 Hours*,Last Reported Time: 10:30 AM,2021-01-22 22:15:19.312114
23,Highbridge Pool,30-60 Minutes,Last Reported Time: 4:45 PM,2021-01-22 22:15:19.312114
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:27 PM,2021-01-22 22:15:19.312114
26,Kew Gardens,1-1.5 Hours,Last Reported Time: 4:17 PM,2021-01-22 22:15:19.312114
27,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 4:49 PM,2021-01-22 22:15:19.312114
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
29,Lefferts,0-30 Minutes,Last Reported Time: 4:13 PM,2021-01-22 22:15:19.312114
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
31,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 3:38 PM,2021-01-22 22:15:19.312114
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
33,Midwood,0-30 Minutes*,Last Reported Time: 3:09 PM,2021-01-22 22:15:19.312114
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-01-22 22:15:19.312114
35,Mt. Loretto,0-30 Minutes,Last Reported Time: 4:19 PM,2021-01-22 22:15:19.312114
