,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 8:52 AM,2021-03-16 13:15:20.259157
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
2,57 Cleveland Place,No Wait Time,Last Reported Time: 8:56 AM,2021-03-16 13:15:20.259157
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
4,Beach 39th,0-30 Minutes,Last Reported Time: 9:14 AM,2021-03-16 13:15:20.259157
5,Bellevue Hospital Cent...,No Wait Time,Last Reported Time: 8:28 AM,2021-03-16 13:15:20.259157
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
8,Canarsie Municipal Lot,No Wait Time,Last Reported Time: 8:31 AM,2021-03-16 13:15:20.259157
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
13,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
19,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
21,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
22,Greenbelt Recreational...,0-30 Minutes,Last Reported Time: 9:02 AM,2021-03-16 13:15:20.259157
23,Harlem Hospital Center,No Wait Time,Last Reported Time: 8:26 AM,2021-03-16 13:15:20.259157
24,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
26,JFK Airport,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
27,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
28,Kings County Hospital ...,0-30 Minutes,Last Reported Time: 8:39 AM,2021-03-16 13:15:20.259157
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
30,Lefferts,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
31,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
32,Mariners Harbor Library,0-30 Minutes,Last Reported Time: 8:03 AM,2021-03-16 13:15:20.259157
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
34,Midwood,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
38,Old Broadway,0-30 Minutes,Last Reported Time: 9:10 AM,2021-03-16 13:15:20.259157
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
40,Rain Boston Road Senio...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
41,Red Hook Recreational ...,No Wait Time,Last Reported Time: 9:04 AM,2021-03-16 13:15:20.259157
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
43,St. Albans,0-30 Minutes,Last Reported Time: 8:22 AM,2021-03-16 13:15:20.259157
44,St. George Ferry Termi...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
46,Starret City,No Wait Time,Last Reported Time: 8:31 AM,2021-03-16 13:15:20.259157
47,SY Dyckman Lcdla,0-30 Minutes,Last Reported Time: 8:22 AM,2021-03-16 13:15:20.259157
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
49,Sydenham,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
52,Windsor Park Library,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-16 13:15:20.259157
54,Last Reported Time:,,,2021-03-16 13:15:20.259157
55,Last Reported Time:,,,2021-03-16 13:15:20.259157
56,,,,2021-03-16 13:15:20.259157
57,,,,2021-03-16 13:15:20.259157
58,,,,2021-03-16 13:15:20.259157
59,if you require urgent virtual care.,,,2021-03-16 13:15:20.259157
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-16 13:15:20.259157
61,,,,2021-03-16 13:15:20.259157
62,,,,2021-03-16 13:15:20.259157
63,,,,2021-03-16 13:15:20.259157
