,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
19,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
26,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
27,Kings County Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-07 13:20:43.957195
