,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
3,Bay Ridge 5th Avenue,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
19,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
23,Highbridge Pool,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
24,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
25,JFK Airport,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
26,Kew Gardens,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
27,Kings County Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
29,Lefferts,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
30,Lincoln Medical Center,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
31,Mariners Harbor Library,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
32,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
33,Midwood,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
34,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
35,Mt. Loretto,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
37,Northern Boulevard,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
38,Old Broadway,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-01 18:14:52.274021
