,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
2,57 Cleveland Place,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
3,Bay Ridge 5th Avenue,No Wait Time,Last Reported Time: 8:29 AM,2021-03-06 13:31:09.396074
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
7,Bensonhurst 14th Avenue,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
10,Co-op City Retail Space,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
12,CU Homecrest,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
13,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
16,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
19,EY East New York DTC,0-30 Minutes,Last Reported Time: 8:00 AM,2021-03-06 13:31:09.396074
20,Fort Hamilton,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
21,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-06 13:31:09.396074
